DIGNIDAD_CODIGO;OP_CODIGO;CANDIDATO_CODIGO;CANDIDATO_ORDEN;CANDIDATO_PROVINCIA_CODIGO;CANDIDATO_CIRCUNSCRIPCION_CODIGO;CANDIDATO_CANTON_CODIGO;CANDIDATO_PARROQUIA_CODIGO;CANDIDATO_NOMBRE;CANDIDATO_SEXO;CANDIDATO_EDAD_EXACTA;CANDIDATO_GRUPOS_DE_EDAD;SUPLENTE_NOMBRE.1;SUPLENTE_SEXO.1;SUPLENTE_EDAD_EXACTA.1;SUPLENTE_GRUPOS_DE_EDAD.1;SUPLENTE_NOMBRE.2;SUPLENTE_SEXO.2;SUPLENTE_EDAD_EXACTA.2;SUPLENTE_GRUPOS_DE_EDAD.2
7;1;7010027;2;1;0;0;0;QUINTANILLA DELGADO YESSENIA DE LOS ANGELES;2;33,0737704918033;2;BARBA COELLO WILLIANS VICENTE;1;40,7506849315068;2; ; ; ; 
7;1;7010028;3;1;0;0;0;MALDONADO AREVALO JUAN PATRICIO;1;37,3616438356164;2;AGUIRRE TIGRE MIRIAM BEATRIZ;2;43,3095890410959;2; ; ; ; 
7;1;7010029;4;1;0;0;0;CHACA LUCERO MONICA ALEXANDRA;2;30,427397260274;2;MERCHAN ALBORNOZ ANDRES EDUARDO;1;26,6356164383562;1; ; ; ; 
7;1;7010030;5;1;0;0;0;GOMEZ VALDIVIESO KAISER ESTEBAN;1;35,0054794520548;2;PEREZ VICTORIA GERARDINA;2;34,5205479452055;2; ; ; ; 
7;10;7010031;1;1;0;0;0;NEGRETE VILLALTA CESAR ANTONIO;1;57,9780821917808;3;ORELLANA PROAÑO MIRIAM FERNANDA;2;25,8310053147691;1; ; ; ; 
7;10;7010032;2;1;0;0;0;DELGADO ORELLANA SUSANA DEL CARMEN;2;41,427397260274;2;QUIZHPE BARBECHO EFRAIN;1;70,0027322404372;4; ; ; ; 
7;10;7010033;3;1;0;0;0;ORTIZ REYES JOSE GERARDO;1;53,9945205479452;3;PLAZA CARMEN;2;62,8767123287671;3; ; ; ; 
7;10;7010034;4;1;0;0;0;MUÑOZ ZEAS CRISTINA BELEN;2;22,2821917808219;1;ORELLANA FLORES ANGEL EFRAIN;1;30,4191780821918;2; ; ; ; 
7;10;7010035;5;1;0;0;0;LOPEZ PEREZ HUGO EFRAIN;1;52,595987723632;3;ARICHABALA CRESPO DUNIA MAGDALENA;2;36,1397260273973;2; ; ; ; 
7;9;7010036;1;1;0;0;0;VELEZ NUÑEZ JORGE LEONARDO;1;61,1753424657534;3;VELEZ PARRA MARY CARMEN;2;22,9808219178082;1; ; ; ; 
7;9;7010037;2;1;0;0;0;FLOR GUAMBO EUGENIA GIOVANNA;2;49,7917808219178;3;JERVES CARRASCO PABLO ARMANDO;1;24,4493150684931;1; ; ; ; 
7;9;7010038;3;1;0;0;0;GONZALEZ AVENDAÑO LUIS EDUARDO;1;43,9150684931507;2;ROGEL SANCHEZ JUDITH JULISSA;2;38,3150684931507;2; ; ; ; 
7;9;7010039;4;1;0;0;0;MANCHENO AREVALO NATALIA CARIDAD;2;22,972602739726;1;PARRA IZQUIERDO JORGE WILSON;1;61,7982184295232;3; ; ; ; 
7;9;7010040;5;1;0;0;0;CAPELO CARPIO PABLO HUMBERTO;1;53,5753424657534;3;CABRERA HERAS BELLA AMERICA;2;60,2630136986301;3; ; ; ; 
7;6;7010041;1;1;0;0;0;ORDOÑEZ OCHOA RAMIRO OSWALDO;1;34,5671232876712;2;MEJIA IÑIGUEZ SILVIA KATIUSCA;2;34,8986301369863;2; ; ; ; 
7;6;7010042;2;1;0;0;0;ZABALA LITUMA MARIANA ELIZABETH DEL ROCIO;2;49,3561643835616;3;FAJARDO MOSCOSO XAVIER ENRIQUE;1;35,1205479452055;2; ; ; ; 
7;6;7010043;3;1;0;0;0;UGALDE VASQUEZ ANDRES FRANCISCO;1;33,9424657534247;2;SAAVEDRA ABRIL KARINA ALEXANDRA;2;27,0931506849315;1; ; ; ; 
7;6;7010044;4;1;0;0;0;PESANTEZ BISANTI GISSELLE NATALIE;2;24,4785013848342;1;VASQUEZ ABAD JUAN EDUARDO;1;34,3205479452055;2; ; ; ; 
7;6;7010045;5;1;0;0;0;ORMAZA MACHUCA DIEGO ESTEBAN;1;26,3698630136986;1;PASTOR MACHADO ANABEL PATRICIA;2;30,7479452054795;2; ; ; ; 
7;11;7010046;1;1;0;0;0;HERNANDEZ SIAVICHAY VICTOR MIGUEL;1;67,386301369863;4;PEÑA RIOS MARIA EULALIA;2;39,2109589041096;2; ; ; ; 
7;11;7010047;2;1;0;0;0;MUÑOZ MORENO JOHANNA ROSALIA;2;27,3342465753425;1;RODAS HURTADO JOSELITO NEPTALI;1;53,9430271726926;3; ; ; ; 
7;11;7010048;3;1;0;0;0;RODRIGUEZ ALMEIDA PABLO JAVIER;1;42,786301369863;2;CRESPO PESANTEZ JOHANNA DE LA NUBE;2;30,0573770491803;2; ; ; ; 
7;11;7010049;4;1;0;0;0;HERNANDEZ CORONEL GISSELA ALEXANDRA;2;24,9839658657085;1;MUÑOZ MORENO WILSON DAVID;1;21,3583277191407;1; ; ; ; 
7;11;7010050;5;1;0;0;0;MOSCOSO PAREDES ESTEBAN RAFAEL;1;35,1424657534247;2;LEON PALACIOS MARIELA ESTEFANIA;2;25,571442473239;1; ; ; ; 
7;13;7010051;1;1;0;0;0;ESPINOZA MOSQUERA MARLON XAVIER;1;38,9808219178082;2;CHACON MOREJON MARIA CARIDAD;2;26,2767123287671;1; ; ; ; 
7;13;7010052;2;1;0;0;0;BRITO CORDERO VALERIA CAROLINA;2;18,5041095890411;1;MALDONADO PEÑA PAUL;1;40,1452054794521;2; ; ; ; 
7;13;7010053;3;1;0;0;0;SANCHEZ ORTIZ FAUSTO FERNANDO;1;28,5659330788233;1;SANCHEZ ORTIZ DIANA ROCIO;2;23,613698630137;1; ; ; ; 
7;13;7010054;4;1;0;0;0;MUÑOZ CARRASCO MARIA ALICIA;2;50,0383561643836;3;TOLEDO FAJARDO KLEVER RAMIRO;1;29,9430271726926;1; ; ; ; 
7;13;7010055;5;1;0;0;0;SIAVICHAY CAJAMARCA ADRIAN FERNANDO;1;27,3835616438356;1;NIETO TORRES MARIA VERONICA;2;38,627397260274;2; ; ; ; 
7;1003;7010056;1;1;0;0;0;PALACIOS DOMINGUEZ CRISTIAN GEOVANNY;1;34,1780821917808;2;AREVALO CHUCHUCA MARTHA ALEXANDRA;2;28,6082191780822;1; ; ; ; 
7;1003;7010057;2;1;0;0;0;MORALES ULLOA MARIA FERNANDA;2;21,0573770491803;1;CARBO ORDOÑEZ DANIEL AURELIO;1;28,7643835616438;1; ; ; ; 
7;1003;7010058;3;1;0;0;0;CARTUCHE CARTUCHE ANGEL VICENTE;1;44,5222172318287;2;ANDRADE SERPA DALILA PIEDAD;2;28,0328767123288;1; ; ; ; 
7;1003;7010059;4;1;0;0;0;ORDOÑEZ CUEVA DORA AZUCENA;2;34,5232876712329;2;MENDEZ PEREZ SANTIAGO ANDRES;1;28,386301369863;1; ; ; ; 
7;1003;7010060;5;1;0;0;0;CEVALLOS VIVAR RODRIGO SEBASTIAN;1;30,5369863013699;2;ULLAURI VALLEJO ROSA GERMANIA;2;56,7150684931507;3; ; ; ; 
7;4;7020001;1;2;0;0;0;TAPIA LOMBEYDA LUIS FERNANDO;1;63,9013698630137;3;MERA RODRIGUEZ MARIA PAULINA;2;37,2708960251516;2; ; ; ; 
7;4;7020002;2;2;0;0;0;CANDO BENAVIDES MARIA VERONICA;2;23,8876712328767;1;PARRALES BENAVIDES JOSE LUIS;1;30,1065573770492;2; ; ; ; 
7;4;7020003;3;2;0;0;0;VERDEZOTO BOSQUEZ REGULO VICENTE;1;47,6958904109589;3;ERAZO COBOS VIVIANA ALEXANDRA;2;34,068306010929;2; ; ; ; 
7;8;7020004;1;2;0;0;0;SOLANO MORENO MANUEL ESTUARDO;1;40,2927090351074;2;ESPINOZA VERDEZOTO SONIA CECILIA;2;27,4493150684931;1; ; ; ; 
7;8;7020005;2;2;0;0;0;CALERO NAVAS CLAUDIA EUGENIA;2;49,2438356164384;3;VERDEZOTO PAREDES EDUARDO WILLIAM;1;48,6849315068493;3; ; ; ; 
7;8;7020006;3;2;0;0;0;ARIAS SORIA JORGE ALFREDO;1;53,1972602739726;3;VARGAS GUILLIN NEI YOLANDA;2;49,0876712328767;3; ; ; ; 
7;7;7020007;1;2;0;0;0;TORRES ESPINOSA WASHINGTON RAMSSES;1;45,6356164383562;3;MUÑOZ SANGACHE MONICA PATRICIA;2;41,3419342765177;2; ; ; ; 
7;7;7020008;2;2;0;0;0;TARIS NARANJO MARIA TERESA;2;47,3342465753425;3;GRANJA PAZMIÑO BENJAMIN SAMUEL;1;40,0657534246575;2; ; ; ; 
7;7;7020009;3;2;0;0;0;BARRAGAN MEDINA JAIME FERNANDO;1;41,3643835616438;2;CHIMBO PATIN MARTHA HILDA;2;31,4876712328767;2; ; ; ; 
7;14;7020010;1;2;0;0;0;CHAVEZ CANALES HOLGER EZEQUIEL;1;48,8637472864735;3;SALAZAR PAUCAR MARGOD ELISAVED;2;44,6;2; ; ; ; 
7;14;7020011;2;2;0;0;0;TENELEMA TARIS PIEDAD NORMA;2;33,9260273972603;2;VEGA GUZMAN IVAN ROBERTO;1;34,9808219178082;2; ; ; ; 
7;14;7020012;3;2;0;0;0;SOLANO MORENO ALEX FABIAN;1;38,8383561643836;2;DAHIK ASTUDILLO REYTA GIOMAR;2;45,9375626918183;3; ; ; ; 
7;9;7020013;1;2;0;0;0;RIVADENEIRA ILVES CARLOS WILFRIDO;1;53,9945205479452;3;GUANANGA ZUÑIGA FLOR MARIA;2;41,2053222546598;2; ; ; ; 
7;9;7020014;2;2;0;0;0;ILVIS ASADOBAY MAYRA ALEXANDRA;2;29,3068493150685;1;ORTIZ HERRERA BYRON ANTONIO;1;28,2876712328767;1; ; ; ; 
7;9;7020015;3;2;0;0;0;CORONEL CARRERA HECTOR GUSTAVO;1;45,6054794520548;3;VERA VERA MAYRA ALEJANDRA;2;25,6042293584849;1; ; ; ; 
7;6;7020016;1;2;0;0;0;ALDAZ DEL SALTO CARLOS NAPOLEON;1;54,8821917808219;3;LUZURIAGA JARAMILLO MIRIAM JEANETH;2;45,4266337300696;3; ; ; ; 
7;13;7020017;1;2;0;0;0;CAMACHO DAVILA JUAN CARLOS;1;52,4976270678943;3;VILLAREAL ACURIO DENNIS MARIELA;2;27,0356164383562;1; ; ; ; 
7;13;7020018;2;2;0;0;0;JARA ESPINOZA EVA FLORIANA;2;60,199812860244;3;SANCHEZ LARA EDISON ESTALIN;1;20,1424657534247;1; ; ; ; 
7;13;7020019;3;2;0;0;0;ARMIJOS TIPAN ANGEL GABRIEL;1;63,441095890411;3;MENDOZA QUINTANA ALEXANDRA MAGALI;2;31,1342465753425;2; ; ; ; 
7;1;7020020;1;2;0;0;0;SALTOS GALARZA JHONNY PATRICIO;1;39,4684931506849;2;GUAMAN AGUAL MORAYMA JAQUELINE;2;25,3719889213264;1; ; ; ; 
7;1;7020021;2;2;0;0;0;CRUZ LARA VANESSA DEL CARMEN;2;34,0082191780822;2;GUZMAN SALTOS DIEGO MAURICIO;1;22,1448087431694;1; ; ; ; 
7;1;7020022;3;2;0;0;0;SALTOS GALARZA EMMANUEL;1;28,2599221498615;1;GARCIA JAMA DIANA LUISA;2;21,3337375552062;1; ; ; ; 
7;6;7020023;1;2;0;0;0;REA MINCHALO CARMEN BEATRIZ;2;42,0849315068493;2;MAYORGA PUMA JUAN;1;62,372602739726;3; ; ; ; 
7;6;7020024;2;2;0;0;0;GUZMAN BARCENES VICENTE BOLIVAR;1;48,4648401826484;3;SEIJA GONZALEZ MARIA AUGUSTA;2;23,6246575342466;1; ; ; ; 
7;8;7030001;1;3;0;0;0;CASTANIER JARAMILLO XAVIER HOMERO;1;37,1120218579235;2;VERDUGO GONZALEZ CARMEN MARITZA;2;25,6779998502882;1; ; ; ; 
7;8;7030002;2;3;0;0;0;FAJARDO PINOS NIDIA MARIUXI;2;28,8828729695337;1;SOLANO MOLINA CARLOS WILLIAM;1;34,6986301369863;2; ; ; ; 
7;8;7030003;3;3;0;0;0;URGILES QUITO CHRISTIAN FERNANDO;1;32,5550041170746;2;CARANGUI PINOS MONICA MARIBEL;2;27,6821917808219;1; ; ; ; 
7;6;7030004;1;3;0;0;0;PACHECO ORDOÑEZ BAYRON EDUARDO;1;45,1284153005465;3;LOYOLA VASQUEZ RUTH ELISABETH;2;50,5260273972603;3; ; ; ; 
7;6;7030005;2;3;0;0;0;VAZQUEZ QUEZADA SILVANA KATERINE;2;28,1287671232877;1;OCHOA MENDEZ ANDRES ESTEBAN;1;36,3835616438356;2; ; ; ; 
7;6;7030006;3;3;0;0;0;ABAD VERDUGO JOEL EDUARDO;1;60,1834194176211;3;VELEZ OCHOA MARIA SOLEDAD;2;28,0301369863014;1; ; ; ; 
7;3;7030007;1;3;0;0;0;ABAD VELEZ RAUL EUGENIO;1;54,5095890410959;3;GUAMAN MAYANCELA MARIA MERCEDES;2;45,4047758065723;3; ; ; ; 
7;3;7030008;2;3;0;0;0;PADRON SAETEROS GLADYS PAULINA;2;26,3205479452055;1;SANANGO AUCACAMA LUIS LORENZO;1;48,7095890410959;3; ; ; ; 
7;3;7030009;3;3;0;0;0;ORELLANA ORELLANA EDISON FERNANDO;1;38,0438356164384;2;TAPIA ALVARADO MONICA ALEXANDRA;2;40,6684931506849;2; ; ; ; 
7;9;7030010;1;3;0;0;0;FABARA JOUVE MARCELA PATRICIA;2;31,0054794520548;2;SALINAS VILLA EDGAR WAZHINTON;1;31,958904109589;2; ; ; ; 
7;9;7030011;2;3;0;0;0;TAMAY AREVALO VICENTE FERNANDO;1;27,8191780821918;1;QUILLI TIGRE LUISA DEL CARMEN;2;26,3041095890411;1; ; ; ; 
7;9;7030012;3;3;0;0;0;QUILLI TIGRE LUISA MARIA;2;25,2876712328767;1;GUEVARA OVIEDO JOSE ANIBAL;1;39,5397260273973;2; ; ; ; 
7;7;7030013;1;3;0;0;0;SUCUZHAÑAY SACTA CARLOS FRANCISCO;1;48,4839658657085;3;CADME VICUÑA BLANCA PIEDAD;2;54,5068493150685;3; ; ; ; 
7;7;7030014;2;3;0;0;0;VICUÑA SERRANO VERONICA DEL CARMEN;2;37,1972602739726;2;SACOTO CHACHA PAUL ADRIAN;1;42,2904109589041;2; ; ; ; 
7;7;7030015;3;3;0;0;0;BERMEO ANGAMARCA CHRISTIAN ROBERTO;1;35,041095890411;2;CHIMBO ZARUMA MARIA EDELINA;2;29,4375626918183;1; ; ; ; 
7;4;7030016;1;3;0;0;0;ROMO CARPIO WILSON FERNANDO;1;51,8054794520548;3;ZUMBA CHIDA PATRICIA DEL ROCIO;2;39,5698630136986;2; ; ; ; 
7;4;7030017;2;3;0;0;0;GONZALEZ CASTRO CLAUDIA ALEXANDRA;2;32,5577363575118;2;ROMO SALINAS CHRISTIAN FERNANDO;1;25,1452054794521;1; ; ; ; 
7;4;7030018;3;3;0;0;0;HEREDIA ESPINOZA JAIME ELEUTERIO;1;61,6767123287671;3;LOPEZ VICUÑA MARIA GABRIELA;2;39,0712328767123;2; ; ; ; 
7;1;7030019;1;3;0;0;0;CAGUA LUIS KLEBER;1;56,7216707837413;3;CHICA GONZALEZ MARIUXI DAMARIS;2;33,4949397409986;2; ; ; ; 
7;1;7030020;2;3;0;0;0;PUZHI ORELLANA MARTHA PATRICIA;2;19,7972602739726;1;SANUNGA TIBAN SERGIO JOSE;1;21,5741747136762;1; ; ; ; 
7;1;7030021;3;3;0;0;0;GUACHUN SAGUAY CARLOS HERNAN;1;35,4246575342466;2;PERALTA MIRANDA KAROLINA AZUCENA;2;25,9320982109439;1; ; ; ; 
7;7;7040001;1;4;0;0;0;PEREIRA LOPEZ GALO FERNANDO;1;44,3118347181675;2;ARTEAGA CORAL AIDA CECILIA;2;55,4657534246575;3; ; ; ; 
7;7;7040002;2;4;0;0;0;CHUGA BASTIDAS DIANA XIMENA;2;22,7835616438356;1;CISNEROS AMUY GUILLERMO ARTURO;1;51,1780821917808;3; ; ; ; 
7;7;7040003;3;4;0;0;0;ROMERO PALACIOS JAIME HIPOLITO;1;46,3561643835616;3;CALDERON ARROYO YOLANDA PATRICIA;2;25,9239014896325;1; ; ; ; 
7;4001;7040004;1;4;0;0;0;VACA ORTEGA EDWIN GERMAN;1;45,4356164383562;3;AUZ VACA SOLANGE ARACELY;2;33,0794520547945;2; ; ; ; 
7;4001;7040005;2;4;0;0;0;LUCERO ROMERO MERY ALEXANDRA;2;33,8849315068493;2;FRIAS YAR JIMMY FERNANDO;1;29,2326446590314;1; ; ; ; 
7;4001;7040006;3;4;0;0;0;VASQUEZ GUERRON CARLOS HUMBERTO;1;60,612381166255;3;ACOSTA LARA YADIRA SORAYA;2;23,8356164383562;1; ; ; ; 
7;4002;7040007;1;4;0;0;0;CADENA VILLARREAL JOHNATAN LEANDRO;1;29,051912568306;1;CADENA VILLARREAL JANNETH ANALIA;2;27,572602739726;1; ; ; ; 
7;4002;7040008;2;4;0;0;0;CHAPI CHITAN ADRIANA GISELA;2;28,2763155924845;1;MADRUÑERO CHAPI JORGE ANIBAL;1;45,8200763530204;3; ; ; ; 
7;4002;7040009;3;4;0;0;0;GONZALEZ REVELO DIEGO ALEXANDER;1;25,6383561643836;1;VASQUEZ GUERRON JANETH PATRICIA;2;43,8575342465753;2; ; ; ; 
7;4003;7040010;1;4;0;0;0;YANDUN POZO CASTULO RENE;1;66,2246575342466;4;LANDAZURI CORDOVA SANDRA SUSANA;2;49,6124260797964;3; ; ; ; 
7;4003;7040011;2;4;0;0;0;SCHETTINI CASTILLO NELLY PRISCILA;2;21,9917808219178;1;SANTOS BASTIDAS JOFRE RODRIGO;1;37,0904109589041;2; ; ; ; 
7;4003;7040012;3;4;0;0;0;PABON VASQUEZ CRISTIAM MEDARDO;1;33,786301369863;2;SOLIS POZO ALBA NARCIZA;2;48,5452054794521;3; ; ; ; 
7;8;7040013;1;4;0;0;0;IBUJES ANDRADE EDWIN MARCELO;1;45,6684931506849;3;MONTENEGRO BURBANO SONIA MARIA;2;32,3671232876712;2; ; ; ; 
7;8;7040014;2;4;0;0;0;VERA CARVAJAL JOSEFINA NARCIZA;2;49,8767123287671;3;GUDIÑO VILLAVICENCIO RENE ARTURO;1;43,6986301369863;2; ; ; ; 
7;8;7040015;3;4;0;0;0;GUERRON HUERTAS MILTON RAMIRO;1;48,8336926416648;3;PALMA PEÑAFIEL AURA ELISA;2;38,9808219178082;2; ; ; ; 
7;3;7040016;1;4;0;0;0;VELASCO ENRIQUEZ CARLOS ALBERTO;1;54,7041095890411;3;CHAMORRO HIDALGO YOLANDA JOSEFINA;2;51,9342465753425;3; ; ; ; 
7;3;7040017;2;4;0;0;0;CAICEDO MENDEZ LUPE MARGARITA;2;45,8027397260274;3;VERA CUAICAL MIGUEL FERNANDO;1;42,3835616438356;2; ; ; ; 
7;3;7040018;3;4;0;0;0;DE LA CRUZ BERNARDO HERMAN ULISES;1;39,0246575342466;2;POZO CASTILLO RITA DEL CARMEN;2;44,813698630137;2; ; ; ; 
7;4;7040019;1;4;0;0;0;GUERRON PAZOS EMILIO GERMAN;1;56,1287671232877;3;CABRERA GUERRERO MAGDALENA GRACIELA;2;44,4301369863014;2; ; ; ; 
7;4;7040020;2;4;0;0;0;MANOSALVAS CERON LILIAN JANETH;2;44,9839658657085;2;HERNANDEZ ESPANA JOSE IVAN;1;46,972602739726;3; ; ; ; 
7;4;7040021;3;4;0;0;0;MARTINEZ CASTILLO ANDRES FABIAN;1;34,5671232876712;2;RISUEÑO QUINTERO SHIRLY GABRIELA;2;20,1972602739726;1; ; ; ; 
7;4005;7040022;1;4;0;0;0;VARELA GUERRON EDDNA KARINA;2;46,9342465753425;3;FUERTES PAILLACHO GUILLERMO IVAN;1;43,1287671232877;2; ; ; ; 
7;4005;7040023;2;4;0;0;0;CARRERA CHACON VICENTE EDUARDO;1;54,6904109589041;3;VILLARREAL MONTENEGRO ANDREA LISBETH;2;24,6684931506849;1; ; ; ; 
7;4005;7040024;3;4;0;0;0;PORTILLA OVIEDO DIANA ISABELA;2;30,7013698630137;2;BURBANO MENA WASHINGTON EDMUNDO;1;34,103825136612;2; ; ; ; 
7;9;7040025;1;4;0;0;0;CEVALLOS CUAICAL JOSE LUIS;1;43,4547945205479;2;PORTILLA ERAZO LUCIA DEL CARMEN;2;47,2876712328767;3; ; ; ; 
