DIGNIDAD_CODIGO,OP_CODIGO,CANDIDATO_CODIGO,CANDIDATO_ORDEN,CANDIDATO_PROVINCIA_CODIGO,CANDIDATO_CIRCUNSCRIPCION_CODIGO,CANDIDATO_CANTON_CODIGO,CANDIDATO_PARROQUIA_CODIGO,CANDIDATO_NOMBRE,CANDIDATO_SEXO,CANDIDATO_EDAD_EXACTA,CANDIDATO_GRUPOS_DE_EDAD,SUPLENTE_NOMBRE.1,SUPLENTE_SEXO.1,SUPLENTE_EDAD_EXACTA.1,SUPLENTE_GRUPOS_DE_EDAD.1,SUPLENTE_NOMBRE.2,SUPLENTE_SEXO.2,SUPLENTE_EDAD_EXACTA.2,SUPLENTE_GRUPOS_DE_EDAD.2
7,8,7010004,4,1,0,0,0,LOYOLA DONOSO GUILLERMO JOSE,1,55.25753424657534,3,LOPEZ CASTILLO MARIANA DE JESUS,2,58.821917808219176,3,, , , 
7,8,7010005,5,1,0,0,0,ALBA CRESPO CARLA CRISTINA,2,28.639703570626544,1,SAMANIEGO PROCEL VICTOR MIGUEL,1,54.84109589041096,3,, , , 
7,3,7010006,1,1,0,0,0,ALVARADO CARRION ROSANA,2,35.9945205479452,2,CABRERA FAJARDO SEGUNDO CESAR,1,58.66301369863014,3,, , , 
7,3,7010007,2,1,0,0,0,LARRIVA ALVARADO OSCAR OSWALDO,1,66.59452054794521,4,JAIGUA ALVARADO CELIA MARIA,2,51.59452054794521,3,, , , 
7,3,7010008,3,1,0,0,0,MUÑOZ VICUÑA MARIANGEL,2,30.443835616438356,2,ORDOÑEZ ALMEIDA FAUSTO EFRAIN,1,43.31232876712329,2,, , , 
7,3,7010009,4,1,0,0,0,VINTIMILLA JARRIN DIEGO ARMANDO,1,23.884931506849316,1,PONCE RUBIO ELVIA AZUCENA,2,40.30958904109589,2,, , , 
7,3,7010010,5,1,0,0,0,GUZMAN OCHOA LILIANA MAURA,2,36.647900291938015,2,RODAS MARCA CARLOS EDUARDO,1,31.572602739726026,2,, , , 
7,4,7010011,1,1,0,0,0,AGUIRRE CORDERO ESTUARDO FERNANDO,1,44.28451231379594,2,MENDEZ SANMARTIN SILVIA SUSANA,2,23.77260273972603,1,, , , 
7,4,7010012,2,1,0,0,0,ROMERO ALVARRACIN AIDA MARIA,2,37.583561643835615,2,AUQUILLA FAJARDO FREDDY PATRICIO,1,31.86027397260274,2,, , , 
7,4,7010013,3,1,0,0,0,GODOY HERNAN DE JESUS,1,52.24626094767572,3,VASQUEZ CABRERA KARLA ALEXANDRA,2,27.41917808219178,1,, , , 
7,4,7010014,4,1,0,0,0,SALAZAR CEDILLO DOLORES ELIZABETH,2,38.701369863013696,2,PLAZA TIPAN JUAN VICENTE,1,32.12876712328767,2,, , , 
7,4,7010015,5,1,0,0,0,ALVAREZ ORTIZ HERNAN PATRICIO,1,49.53698630136986,3,BERMEO CABRERA ROSA GERARDINA,2,55.16712328767123,3,, , , 
7,12,7010016,1,1,0,0,0,ABRIL MOGROVEJO FELIPE ADRIANO,1,39.1013698630137,2,RODAS BACULIMA SILVIA ALEJANDRA,2,32.84109589041096,2,, , , 
7,12,7010017,2,1,0,0,0,MALQUIN MAURA ANDREA ESTEFANIA,2,23.63287671232877,1,CORNEJO NARVAEZ FABIAN GEOVANNY,1,25.746305861217156,1,, , , 
7,12,7010018,3,1,0,0,0,ANDRADE OCHOA DIEGO ESTEBAN,1,52.83915712253911,3,GALARZA QUIROZ ROSA ELENA,2,25.822808593457594,1,, , , 
7,12,7010019,4,1,0,0,0,MACHADO SALAMEA MARIA DOLORES,2,32.956643461336924,2,GUILLERMO PENAFIEL JULIO MARCELO,1,57.90204356613519,3,, , , 
7,12,7010020,5,1,0,0,0,FARFAN FLORES HORLANDO ARTURO,1,41.59178082191781,2,ANTELO BRAVO MARIA ANGELICA,2,45.932098210943934,3,, , , 
7,1001,7010021,1,1,0,0,0,ASTUDILLO ROMERO CESAR JAIME,1,59.67945205479452,3,VINTIMILLA PALACIOS ELIZABETH BEATRIZ,2,53.24630586121716,3,, , , 
7,1001,7010022,2,1,0,0,0,ORDOÑEZ ESCUDERO MARIA DE LOURDES,2,32.639703570626544,2,TENESACA CALLE FABIAN PATRICIO,1,39.912328767123284,2,, , , 
7,1001,7010023,3,1,0,0,0,CAMACHO PAUTA PEDRO FELIPE,1,48.97850138483419,3,AUQUILLA ORELLANA VERONICA ALEXANDRA,2,27.953424657534246,1,, , , 
7,1001,7010024,4,1,0,0,0,BERMEO MEJIA JENNY ALEXANDRA,2,29.63287671232877,1,ESCANDON TIBILLIN CARLOS ARMANDO,1,47.942465753424656,3,, , , 
7,1001,7010025,5,1,0,0,0,TORRES CHAMORRO MARLON ALBERTO,1,27.879452054794523,1,OCHOA ORTIZ GISSELLA ALEXANDRA,2,22.523287671232875,1,, , , 
7,1,7010026,1,1,0,0,0,RAMOS BARRIOS GIANCARLO PAOLO,1,34.460273972602735,2,LITARDO BUENANO ANNY ELIZABETH,2,35.37260273972603,2,, , , 
7,1,7010027,2,1,0,0,0,QUINTANILLA DELGADO YESSENIA DE LOS ANGELES,2,33.07377049180328,2,BARBA COELLO WILLIANS VICENTE,1,40.75068493150685,2,, , , 
7,1,7010028,3,1,0,0,0,MALDONADO AREVALO JUAN PATRICIO,1,37.361643835616434,2,AGUIRRE TIGRE MIRIAM BEATRIZ,2,43.30958904109589,2,, , , 
7,1,7010029,4,1,0,0,0,CHACA LUCERO MONICA ALEXANDRA,2,30.427397260273974,2,MERCHAN ALBORNOZ ANDRES EDUARDO,1,26.635616438356166,1,, , , 
7,1,7010030,5,1,0,0,0,GOMEZ VALDIVIESO KAISER ESTEBAN,1,35.00547945205479,2,PEREZ VICTORIA GERARDINA,2,34.52054794520548,2,, , , 
7,10,7010031,1,1,0,0,0,NEGRETE VILLALTA CESAR ANTONIO,1,57.97808219178082,3,ORELLANA PROAÑO MIRIAM FERNANDA,2,25.83100531476907,1,, , , 
7,10,7010032,2,1,0,0,0,DELGADO ORELLANA SUSANA DEL CARMEN,2,41.42739726027397,2,QUIZHPE BARBECHO EFRAIN,1,70.00273224043715,4,, , , 
7,10,7010033,3,1,0,0,0,ORTIZ REYES JOSE GERARDO,1,53.9945205479452,3,PLAZA CARMEN,2,62.87671232876713,3,, , , 
7,10,7010034,4,1,0,0,0,MUÑOZ ZEAS CRISTINA BELEN,2,22.28219178082192,1,ORELLANA FLORES ANGEL EFRAIN,1,30.41917808219178,2,, , , 
7,10,7010035,5,1,0,0,0,LOPEZ PEREZ HUGO EFRAIN,1,52.59598772363201,3,ARICHABALA CRESPO DUNIA MAGDALENA,2,36.13972602739726,2,, , , 
7,9,7010036,1,1,0,0,0,VELEZ NUÑEZ JORGE LEONARDO,1,61.175342465753424,3,VELEZ PARRA MARY CARMEN,2,22.980821917808218,1,, , , 
7,9,7010037,2,1,0,0,0,FLOR GUAMBO EUGENIA GIOVANNA,2,49.791780821917804,3,JERVES CARRASCO PABLO ARMANDO,1,24.44931506849315,1,, , , 
7,9,7010038,3,1,0,0,0,GONZALEZ AVENDAÑO LUIS EDUARDO,1,43.915068493150685,2,ROGEL SANCHEZ JUDITH JULISSA,2,38.31506849315068,2,, , , 
7,9,7010039,4,1,0,0,0,MANCHENO AREVALO NATALIA CARIDAD,2,22.972602739726028,1,PARRA IZQUIERDO JORGE WILSON,1,61.79821842952317,3,, , , 
7,9,7010040,5,1,0,0,0,CAPELO CARPIO PABLO HUMBERTO,1,53.57534246575342,3,CABRERA HERAS BELLA AMERICA,2,60.26301369863014,3,, , , 
7,6,7010041,1,1,0,0,0,ORDOÑEZ OCHOA RAMIRO OSWALDO,1,34.56712328767123,2,MEJIA IÑIGUEZ SILVIA KATIUSCA,2,34.8986301369863,2,, , , 
7,6,7010042,2,1,0,0,0,ZABALA LITUMA MARIANA ELIZABETH DEL ROCIO,2,49.35616438356164,3,FAJARDO MOSCOSO XAVIER ENRIQUE,1,35.12054794520548,2,, , , 
7,6,7010043,3,1,0,0,0,UGALDE VASQUEZ ANDRES FRANCISCO,1,33.942465753424656,2,SAAVEDRA ABRIL KARINA ALEXANDRA,2,27.09315068493151,1,, , , 
7,6,7010044,4,1,0,0,0,PESANTEZ BISANTI GISSELLE NATALIE,2,24.478501384834196,1,VASQUEZ ABAD JUAN EDUARDO,1,34.320547945205476,2,, , , 
7,6,7010045,5,1,0,0,0,ORMAZA MACHUCA DIEGO ESTEBAN,1,26.36986301369863,1,PASTOR MACHADO ANABEL PATRICIA,2,30.747945205479454,2,, , , 
7,11,7010046,1,1,0,0,0,HERNANDEZ SIAVICHAY VICTOR MIGUEL,1,67.38630136986302,4,PEÑA RIOS MARIA EULALIA,2,39.21095890410959,2,, , , 
7,11,7010047,2,1,0,0,0,MUÑOZ MORENO JOHANNA ROSALIA,2,27.334246575342465,1,RODAS HURTADO JOSELITO NEPTALI,1,53.94302717269257,3,, , , 
7,11,7010048,3,1,0,0,0,RODRIGUEZ ALMEIDA PABLO JAVIER,1,42.78630136986301,2,CRESPO PESANTEZ JOHANNA DE LA NUBE,2,30.057377049180328,2,, , , 
7,11,7010049,4,1,0,0,0,HERNANDEZ CORONEL GISSELA ALEXANDRA,2,24.983965865708512,1,MUÑOZ MORENO WILSON DAVID,1,21.358327719140654,1,, , , 
7,11,7010050,5,1,0,0,0,MOSCOSO PAREDES ESTEBAN RAFAEL,1,35.14246575342465,2,LEON PALACIOS MARIELA ESTEFANIA,2,25.571442473239014,1,, , , 
7,13,7010051,1,1,0,0,0,ESPINOZA MOSQUERA MARLON XAVIER,1,38.980821917808214,2,CHACON MOREJON MARIA CARIDAD,2,26.276712328767122,1,, , , 
7,13,7010052,2,1,0,0,0,BRITO CORDERO VALERIA CAROLINA,2,18.504109589041096,1,MALDONADO PEÑA PAUL,1,40.14520547945205,2,, , , 
7,13,7010053,3,1,0,0,0,SANCHEZ ORTIZ FAUSTO FERNANDO,1,28.565933078823267,1,SANCHEZ ORTIZ DIANA ROCIO,2,23.613698630136987,1,, , , 
7,13,7010054,4,1,0,0,0,MUÑOZ CARRASCO MARIA ALICIA,2,50.038356164383565,3,TOLEDO FAJARDO KLEVER RAMIRO,1,29.943027172692567,1,, , , 
7,13,7010055,5,1,0,0,0,SIAVICHAY CAJAMARCA ADRIAN FERNANDO,1,27.383561643835616,1,NIETO TORRES MARIA VERONICA,2,38.62739726027397,2,, , , 
7,1003,7010056,1,1,0,0,0,PALACIOS DOMINGUEZ CRISTIAN GEOVANNY,1,34.17808219178082,2,AREVALO CHUCHUCA MARTHA ALEXANDRA,2,28.60821917808219,1,, , , 
7,1003,7010057,2,1,0,0,0,MORALES ULLOA MARIA FERNANDA,2,21.057377049180328,1,CARBO ORDOÑEZ DANIEL AURELIO,1,28.764383561643836,1,, , , 
7,1003,7010058,3,1,0,0,0,CARTUCHE CARTUCHE ANGEL VICENTE,1,44.522217231828726,2,ANDRADE SERPA DALILA PIEDAD,2,28.03287671232877,1,, , , 
7,1003,7010059,4,1,0,0,0,ORDOÑEZ CUEVA DORA AZUCENA,2,34.52328767123287,2,MENDEZ PEREZ SANTIAGO ANDRES,1,28.386301369863013,1,, , , 
7,1003,7010060,5,1,0,0,0,CEVALLOS VIVAR RODRIGO SEBASTIAN,1,30.536986301369865,2,ULLAURI VALLEJO ROSA GERMANIA,2,56.71506849315068,3,, , , 
7,4,7020001,1,2,0,0,0,TAPIA LOMBEYDA LUIS FERNANDO,1,63.9013698630137,3,MERA RODRIGUEZ MARIA PAULINA,2,37.270896025151586,2,, , , 
7,4,7020002,2,2,0,0,0,CANDO BENAVIDES MARIA VERONICA,2,23.887671232876713,1,PARRALES BENAVIDES JOSE LUIS,1,30.10655737704918,2,, , , 
7,4,7020003,3,2,0,0,0,VERDEZOTO BOSQUEZ REGULO VICENTE,1,47.6958904109589,3,ERAZO COBOS VIVIANA ALEXANDRA,2,34.068306010928964,2,, , , 
7,8,7020004,1,2,0,0,0,SOLANO MORENO MANUEL ESTUARDO,1,40.292709035107414,2,ESPINOZA VERDEZOTO SONIA CECILIA,2,27.44931506849315,1,, , , 
7,8,7020005,2,2,0,0,0,CALERO NAVAS CLAUDIA EUGENIA,2,49.24383561643835,3,VERDEZOTO PAREDES EDUARDO WILLIAM,1,48.68493150684932,3,, , , 
7,8,7020006,3,2,0,0,0,ARIAS SORIA JORGE ALFREDO,1,53.1972602739726,3,VARGAS GUILLIN NEI YOLANDA,2,49.087671232876716,3,, , , 
7,7,7020007,1,2,0,0,0,TORRES ESPINOSA WASHINGTON RAMSSES,1,45.63561643835616,3,MUÑOZ SANGACHE MONICA PATRICIA,2,41.341934276517705,2,, , , 
7,7,7020008,2,2,0,0,0,TARIS NARANJO MARIA TERESA,2,47.33424657534246,3,GRANJA PAZMIÑO BENJAMIN SAMUEL,1,40.06575342465754,2,, , , 
7,7,7020009,3,2,0,0,0,BARRAGAN MEDINA JAIME FERNANDO,1,41.364383561643834,2,CHIMBO PATIN MARTHA HILDA,2,31.487671232876714,2,, , , 
7,14,7020010,1,2,0,0,0,CHAVEZ CANALES HOLGER EZEQUIEL,1,48.86374728647353,3,SALAZAR PAUCAR MARGOD ELISAVED,2,44.6,2,, , , 
7,14,7020011,2,2,0,0,0,TENELEMA TARIS PIEDAD NORMA,2,33.92602739726027,2,VEGA GUZMAN IVAN ROBERTO,1,34.98082191780822,2,, , , 
7,14,7020012,3,2,0,0,0,SOLANO MORENO ALEX FABIAN,1,38.83835616438356,2,DAHIK ASTUDILLO REYTA GIOMAR,2,45.93756269181825,3,, , , 
7,9,7020013,1,2,0,0,0,RIVADENEIRA ILVES CARLOS WILFRIDO,1,53.9945205479452,3,GUANANGA ZUÑIGA FLOR MARIA,2,41.20532225465978,2,, , , 
7,9,7020014,2,2,0,0,0,ILVIS ASADOBAY MAYRA ALEXANDRA,2,29.306849315068494,1,ORTIZ HERRERA BYRON ANTONIO,1,28.28767123287671,1,, , , 
7,9,7020015,3,2,0,0,0,CORONEL CARRERA HECTOR GUSTAVO,1,45.605479452054794,3,VERA VERA MAYRA ALEJANDRA,2,25.604229358484915,1,, , , 
7,6,7020016,1,2,0,0,0,ALDAZ DEL SALTO CARLOS NAPOLEON,1,54.88219178082191,3,LUZURIAGA JARAMILLO MIRIAM JEANETH,2,45.42663373006962,3,, , , 
7,13,7020017,1,2,0,0,0,CAMACHO DAVILA JUAN CARLOS,1,52.4976270678943,3,VILLAREAL ACURIO DENNIS MARIELA,2,27.035616438356165,1,, , , 
7,13,7020018,2,2,0,0,0,JARA ESPINOZA EVA FLORIANA,2,60.19981286024403,3,SANCHEZ LARA EDISON ESTALIN,1,20.14246575342466,1,, , , 
7,13,7020019,3,2,0,0,0,ARMIJOS TIPAN ANGEL GABRIEL,1,63.441095890410956,3,MENDOZA QUINTANA ALEXANDRA MAGALI,2,31.134246575342466,2,, , , 
7,1,7020020,1,2,0,0,0,SALTOS GALARZA JHONNY PATRICIO,1,39.46849315068493,2,GUAMAN AGUAL MORAYMA JAQUELINE,2,25.371988921326448,1,, , , 
7,1,7020021,2,2,0,0,0,CRUZ LARA VANESSA DEL CARMEN,2,34.00821917808219,2,GUZMAN SALTOS DIEGO MAURICIO,1,22.1448087431694,1,, , , 
7,1,7020022,3,2,0,0,0,SALTOS GALARZA EMMANUEL,1,28.259922149861517,1,GARCIA JAMA DIANA LUISA,2,21.333737555206227,1,, , , 
7,6,7020023,1,2,0,0,0,REA MINCHALO CARMEN BEATRIZ,2,42.084931506849315,2,MAYORGA PUMA JUAN,1,62.37260273972603,3,, , , 
7,6,7020024,2,2,0,0,0,GUZMAN BARCENES VICENTE BOLIVAR,1,48.4648401826484,3,SEIJA GONZALEZ MARIA AUGUSTA,2,23.624657534246577,1,, , , 
7,8,7030001,1,3,0,0,0,CASTANIER JARAMILLO XAVIER HOMERO,1,37.112021857923494,2,VERDUGO GONZALEZ CARMEN MARITZA,2,25.677999850288195,1,, , , 
7,8,7030002,2,3,0,0,0,FAJARDO PINOS NIDIA MARIUXI,2,28.88287296953365,1,SOLANO MOLINA CARLOS WILLIAM,1,34.6986301369863,2,, , , 
7,8,7030003,3,3,0,0,0,URGILES QUITO CHRISTIAN FERNANDO,1,32.55500411707463,2,CARANGUI PINOS MONICA MARIBEL,2,27.682191780821917,1,, , , 
7,6,7030004,1,3,0,0,0,PACHECO ORDOÑEZ BAYRON EDUARDO,1,45.12841530054645,3,LOYOLA VASQUEZ RUTH ELISABETH,2,50.52602739726027,3,, , , 
7,6,7030005,2,3,0,0,0,VAZQUEZ QUEZADA SILVANA KATERINE,2,28.12876712328767,1,OCHOA MENDEZ ANDRES ESTEBAN,1,36.38356164383562,2,, , , 
7,6,7030006,3,3,0,0,0,ABAD VERDUGO JOEL EDUARDO,1,60.183419417621074,3,VELEZ OCHOA MARIA SOLEDAD,2,28.03013698630137,1,, , , 
7,3,7030007,1,3,0,0,0,ABAD VELEZ RAUL EUGENIO,1,54.509589041095886,3,GUAMAN MAYANCELA MARIA MERCEDES,2,45.404775806572346,3,, , , 
7,3,7030008,2,3,0,0,0,PADRON SAETEROS GLADYS PAULINA,2,26.32054794520548,1,SANANGO AUCACAMA LUIS LORENZO,1,48.70958904109589,3,, , , 
7,3,7030009,3,3,0,0,0,ORELLANA ORELLANA EDISON FERNANDO,1,38.04383561643836,2,TAPIA ALVARADO MONICA ALEXANDRA,2,40.66849315068493,2,, , , 
7,9,7030010,1,3,0,0,0,FABARA JOUVE MARCELA PATRICIA,2,31.005479452054793,2,SALINAS VILLA EDGAR WAZHINTON,1,31.958904109589042,2,, , , 
7,9,7030011,2,3,0,0,0,TAMAY AREVALO VICENTE FERNANDO,1,27.819178082191783,1,QUILLI TIGRE LUISA DEL CARMEN,2,26.304109589041097,1,, , , 
7,9,7030012,3,3,0,0,0,QUILLI TIGRE LUISA MARIA,2,25.287671232876715,1,GUEVARA OVIEDO JOSE ANIBAL,1,39.53972602739726,2,, , , 
7,7,7030013,1,3,0,0,0,SUCUZHAÑAY SACTA CARLOS FRANCISCO,1,48.483965865708505,3,CADME VICUÑA BLANCA PIEDAD,2,54.50684931506849,3,, , , 
7,7,7030014,2,3,0,0,0,VICUÑA SERRANO VERONICA DEL CARMEN,2,37.1972602739726,2,SACOTO CHACHA PAUL ADRIAN,1,42.29041095890411,2,, , , 
7,7,7030015,3,3,0,0,0,BERMEO ANGAMARCA CHRISTIAN ROBERTO,1,35.04109589041096,2,CHIMBO ZARUMA MARIA EDELINA,2,29.43756269181825,1,, , , 
7,4,7030016,1,3,0,0,0,ROMO CARPIO WILSON FERNANDO,1,51.80547945205479,3,ZUMBA CHIDA PATRICIA DEL ROCIO,2,39.56986301369863,2,, , , 
7,4,7030017,2,3,0,0,0,GONZALEZ CASTRO CLAUDIA ALEXANDRA,2,32.557736357511786,2,ROMO SALINAS CHRISTIAN FERNANDO,1,25.145205479452056,1,, , , 
7,4,7030018,3,3,0,0,0,HEREDIA ESPINOZA JAIME ELEUTERIO,1,61.676712328767124,3,LOPEZ VICUÑA MARIA GABRIELA,2,39.07123287671233,2,, , , 
7,1,7030019,1,3,0,0,0,CAGUA LUIS KLEBER,1,56.721670783741295,3,CHICA GONZALEZ MARIUXI DAMARIS,2,33.494939740998575,2,, , , 
7,1,7030020,2,3,0,0,0,PUZHI ORELLANA MARTHA PATRICIA,2,19.797260273972604,1,SANUNGA TIBAN SERGIO JOSE,1,21.57417471367617,1,, , , 
7,1,7030021,3,3,0,0,0,GUACHUN SAGUAY CARLOS HERNAN,1,35.42465753424657,2,PERALTA MIRANDA KAROLINA AZUCENA,2,25.932098210943934,1,, , , 
7,7,7040001,1,4,0,0,0,PEREIRA LOPEZ GALO FERNANDO,1,44.311834718167525,2,ARTEAGA CORAL AIDA CECILIA,2,55.465753424657535,3,, , , 
7,7,7040002,2,4,0,0,0,CHUGA BASTIDAS DIANA XIMENA,2,22.78356164383562,1,CISNEROS AMUY GUILLERMO ARTURO,1,51.178082191780824,3,, , , 
7,7,7040003,3,4,0,0,0,ROMERO PALACIOS JAIME HIPOLITO,1,46.35616438356164,3,CALDERON ARROYO YOLANDA PATRICIA,2,25.923901489632456,1,, , , 
7,4001,7040004,1,4,0,0,0,VACA ORTEGA EDWIN GERMAN,1,45.43561643835616,3,AUZ VACA SOLANGE ARACELY,2,33.07945205479452,2,, , , 
7,4001,7040005,2,4,0,0,0,LUCERO ROMERO MERY ALEXANDRA,2,33.88493150684931,2,FRIAS YAR JIMMY FERNANDO,1,29.232644659031365,1,, , , 
7,4001,7040006,3,4,0,0,0,VASQUEZ GUERRON CARLOS HUMBERTO,1,60.612381166254956,3,ACOSTA LARA YADIRA SORAYA,2,23.835616438356166,1,, , , 
7,4002,7040007,1,4,0,0,0,CADENA VILLARREAL JOHNATAN LEANDRO,1,29.05191256830601,1,CADENA VILLARREAL JANNETH ANALIA,2,27.572602739726026,1,, , , 
7,4002,7040008,2,4,0,0,0,CHAPI CHITAN ADRIANA GISELA,2,28.27631559248447,1,MADRUÑERO CHAPI JORGE ANIBAL,1,45.82007635302043,3,, , , 
7,4002,7040009,3,4,0,0,0,GONZALEZ REVELO DIEGO ALEXANDER,1,25.638356164383563,1,VASQUEZ GUERRON JANETH PATRICIA,2,43.85753424657534,2,, , , 
7,4003,7040010,1,4,0,0,0,YANDUN POZO CASTULO RENE,1,66.22465753424657,4,LANDAZURI CORDOVA SANDRA SUSANA,2,49.61242607979639,3,, , , 
7,4003,7040011,2,4,0,0,0,SCHETTINI CASTILLO NELLY PRISCILA,2,21.99178082191781,1,SANTOS BASTIDAS JOFRE RODRIGO,1,37.09041095890411,2,, , , 
7,4003,7040012,3,4,0,0,0,PABON VASQUEZ CRISTIAM MEDARDO,1,33.78630136986301,2,SOLIS POZO ALBA NARCIZA,2,48.54520547945206,3,, , , 
7,8,7040013,1,4,0,0,0,IBUJES ANDRADE EDWIN MARCELO,1,45.66849315068493,3,MONTENEGRO BURBANO SONIA MARIA,2,32.367123287671234,2,, , , 
7,8,7040014,2,4,0,0,0,VERA CARVAJAL JOSEFINA NARCIZA,2,49.87671232876712,3,GUDIÑO VILLAVICENCIO RENE ARTURO,1,43.6986301369863,2,, , , 
7,8,7040015,3,4,0,0,0,GUERRON HUERTAS MILTON RAMIRO,1,48.83369264166479,3,PALMA PEÑAFIEL AURA ELISA,2,38.98082191780822,2,, , , 
7,3,7040016,1,4,0,0,0,VELASCO ENRIQUEZ CARLOS ALBERTO,1,54.704109589041096,3,CHAMORRO HIDALGO YOLANDA JOSEFINA,2,51.93424657534246,3,, , , 
7,3,7040017,2,4,0,0,0,CAICEDO MENDEZ LUPE MARGARITA,2,45.8027397260274,3,VERA CUAICAL MIGUEL FERNANDO,1,42.38356164383562,2,, , , 
7,3,7040018,3,4,0,0,0,DE LA CRUZ BERNARDO HERMAN ULISES,1,39.02465753424657,2,POZO CASTILLO RITA DEL CARMEN,2,44.81369863013698,2,, , , 
7,4,7040019,1,4,0,0,0,GUERRON PAZOS EMILIO GERMAN,1,56.12876712328767,3,CABRERA GUERRERO MAGDALENA GRACIELA,2,44.43013698630137,2,, , , 
7,4,7040020,2,4,0,0,0,MANOSALVAS CERON LILIAN JANETH,2,44.983965865708505,2,HERNANDEZ ESPANA JOSE IVAN,1,46.97260273972603,3,, , , 
7,4,7040021,3,4,0,0,0,MARTINEZ CASTILLO ANDRES FABIAN,1,34.56712328767123,2,RISUEÑO QUINTERO SHIRLY GABRIELA,2,20.197260273972603,1,, , , 
7,4005,7040022,1,4,0,0,0,VARELA GUERRON EDDNA KARINA,2,46.93424657534246,3,FUERTES PAILLACHO GUILLERMO IVAN,1,43.12876712328767,2,, , , 
7,4005,7040023,2,4,0,0,0,CARRERA CHACON VICENTE EDUARDO,1,54.69041095890411,3,VILLARREAL MONTENEGRO ANDREA LISBETH,2,24.66849315068493,1,, , , 
7,4005,7040024,3,4,0,0,0,PORTILLA OVIEDO DIANA ISABELA,2,30.7013698630137,2,BURBANO MENA WASHINGTON EDMUNDO,1,34.10382513661202,2,, , , 
7,9,7040025,1,4,0,0,0,CEVALLOS CUAICAL JOSE LUIS,1,43.45479452054794,2,PORTILLA ERAZO LUCIA DEL CARMEN,2,47.28767123287671,3,, , , 
7,9,7040026,2,4,0,0,0,MARTINEZ ROSERO CINTHYA ALEXANDRA,2,19.238356164383564,1,ARCOS GUAITARILLA JAIRO ALEXIS,1,20.057534246575344,1,, , , 
7,9,7040027,3,4,0,0,0,ENRIQUEZ REVELO FEDERMAN ERNESTO,1,23.67123287671233,1,VARGAS PORTILLA JOHANNA CAROLINA,2,27.802739726027397,1,, , , 
7,11,7040028,1,4,0,0,0,ORTIZ CARRANCO EDGAR GERARDO,1,56.32549592035332,3,GOYES BURBANO ANA MARIA,2,34.64109589041096,2,, , , 
7,11,7040029,2,4,0,0,0,TOBAR LOPEZ MIRELY ISABEL,2,19.076712328767123,1,RUANO TATAMUES EDWIN MIGUEL,1,33.51679766449585,2,, , , 
