DIGNIDAD_CODIGO;OP_CODIGO;CANDIDATO_CODIGO;CANDIDATO_ORDEN;CANDIDATO_PROVINCIA_CODIGO;CANDIDATO_CANTON_CODIGO;CANDIDATO_PARROQUIA_CODIGO;CANDIDATO_NOMBRE;CANDIDATO_SEXO;CANDIDATO_EDAD_EXACTA;CANDIDATO_GRUPOS_DE_EDAD;SUPLENTE_NOMBRE.1;SUPLENTE_SEXO.1;SUPLENTE_EDAD_EXACTA.1;SUPLENTE_GRUPOS_DE_EDAD.1;SUPLENTE_NOMBRE.2;SUPLENTE_SEXO.2;SUPLENTE_EDAD_EXACTA.2;SUPLENTE_GRUPOS_DE_EDAD.2
3;5;3010000000019;3;1;0;0;CORDOVA SANTANA ROSA ELVIRA;2;39,1753424657534;2;INGA QUILLAMBAQUI SUSANA DEL CARMEN;2;25,372602739726;1; ; ; ; 
3;5;3010000000020;4;1;0;0;AVILA AVILA MARIA EMPERATRIZ;2;32,8821917808219;2;CHACHA VACA MONICA PATRICIA;2;25,758904109589;1; ; ; ; 
3;6;3010000000021;1;1;0;0;MUÑOZ SERRANO WILSON BOLIVAR;1;45,7452054794521;3;RENGEL BARRERA CARLOS AGUSTIN;1;58,972602739726;3; ; ; ; 
3;6;3010000000022;2;1;0;0;URGILEZ SOLORZANO LUIS RAMIRO;1;40,5616438356164;2;SERRANO RODRIGUEZ CAYETANO ALFREDO;1;41,4082191780822;2; ; ; ; 
3;6;3010000000023;3;1;0;0;SARMIENTO MENDEZ LIGIA LEONOR;2;61,9562841530055;3;ASCARIBAY MENDIETA DEYSI PATRICIA;2;34,8005464480874;2; ; ; ; 
3;6;3010000000024;4;1;0;0;MARTINEZ CORDERO REBECA MAGDALENA;2;50,603825136612;3;CALLE TORAL MARIA PAULINA;2;26,6857923497268;1; ; ; ; 
3;7;3010000000025;1;1;0;0;PEREZ AVECILLAS LUIS FERNANDO;1;45,0493150684932;3;BELTRAN ASTUDILLO WILSON PATRICIO;1;38,7540983606557;2; ; ; ; 
3;7;3010000000026;2;1;0;0;PADILLA ORELLANA ROMULO HERIBERTO;1;58,2349726775956;3;SAMPEDRO BOADA JOSE ANIBAL;1;58,3825136612022;3; ; ; ; 
3;7;3010000000027;3;1;0;0;COKA REGALADO RUTH XIMENA;2;32,6602739726027;2;JUAREZ LUCERO LIA ARGENTINA;2;51,7917808219178;3; ; ; ; 
3;7;3010000000028;4;1;0;0;VASCONEZ CEVALLOS MONICA CATALINA;2;34,2841530054645;2;PULGARIN ALVAREZ LILIANA AURORA DEL SOCORRO;2;39,372602739726;2; ; ; ; 
3;10;3010000000029;1;1;0;0;JARA VICUÑA ANITA MARIA;2;37,6109589041096;2;CUEVA CABRERA HILDA CECILIA;2;48,2520547945205;3; ; ; ; 
3;10;3010000000030;2;1;0;0;ZEAS GALARZA RAFAEL ELISEO;1;62,2814207650273;3;VELEZ VITERI LEONARDO MICHURIN;1;29,4684931506849;1; ; ; ; 
3;10;3010000000031;3;1;0;0;CABRERA CABRERA GLADYS EULALIA;2;31,6109589041096;2;SIGUENZA GALARZA MARIA TERESA;2;38,9013698630137;2; ; ; ; 
3;10;3010000000032;4;1;0;0;AVILA CHIRIBOGA JORGE ENRIQUE;1;48,8712328767123;3;DAVILA VALLEJO LEONOR NOEMI;2;31,7369863013699;2; ; ; ; 
3;11;3010000000033;1;1;0;0;QUITO QUITO ANGEL LEONARDO;1;29,613698630137;1;GONZALEZ VERDUGO MARIA MERCEDES;2;45,0712328767123;3; ; ; ; 
3;11;3010000000034;2;1;0;0;HERAS PARRA SANDRA PATRICIA;2;28,4931506849315;1;BERMEO ESCANDON WILMAN HERMIDAS;1;26,051912568306;1; ; ; ; 
3;11;3010000000035;3;1;0;0;ARGUDO CARLOS EFRAIN;1;63,8767123287671;3;CHUQUIMARCA SANDOYA CARMEN MARUJA;2;49,9562841530055;3; ; ; ; 
3;11;3010000000036;4;1;0;0;SERRANO PATIÑO BERTHA MARIA;2;57,7095890410959;3;TOALONGO CRIOLLO HERNAN BOLIVAR;1;41,8469945355191;2; ; ; ; 
3;12;3010000000037;1;1;0;0;ALBORNOZ VINTIMILLA ORLANDO;1;60,3232876712329;3;BELE MARCO FERNANDO;1;38,0027322404372;2; ; ; ; 
3;12;3010000000038;2;1;0;0;CARRASCO CARPIO PAUL ERNESTO;1;31,5808219178082;2;CORDOVA OCHOA CARLOS VICENTE;1;54,6967213114754;3; ; ; ; 
3;12;3010000000039;3;1;0;0;OCHOA CRESPO EVA FAVIOLA;2;34,0109289617486;2;BRAVO MARQUEZ TANIA DEL CARMEN;2;33,5041095890411;2; ; ; ; 
3;12;3010000000040;4;1;0;0;ASTUDILLO SARMIENTO PAOLA REGINA;2;25,5698630136986;1;ASTUDILLO DURAN MARIA ELENA;2;34,8082191780822;2; ; ; ; 
3;10000000202;3010000000041;1;1;0;0;AGUILAR AGUILAR TOMAS GERARDO;1;53,0739726027397;3;LOPEZ HURTADO ESTUARDO HENRRY;1;47,0602739726027;3; ; ; ; 
3;10000000202;3010000000042;2;1;0;0;SOLIZ CARRION NIDIA MARIA;2;42,792349726776;2;ANDRADE CALLE LUIS VICENTE;1;36,3342465753425;2; ; ; ; 
3;10000000202;3010000000043;3;1;0;0;VASQUEZ GARATE LUIS GERARDO;1;50,0983606557377;3;CARPIO MARIN DOLORES;2;54,4699453551913;3; ; ; ; 
3;10000000202;3010000000044;4;1;0;0;BUENAÑO BARRIONUEVO GLADYS ESTHELA;2;50,6366120218579;3;TORRES MERCHAN FANNY LUCIA;2;38,6174863387978;2; ; ; ; 
3;21;3010000000045;1;1;0;0;SANCHEZ ARTEAGA ENRIQUE AUGUSTO;1;42,972602739726;2;ABAD SANCHEZ CARLOS ALEJANDRO;1;37,3369863013699;2; ; ; ; 
3;21;3010000000046;2;1;0;0;BARZALLO LEON GLADYS ELENA;2;53,6082191780822;3;JARAMILLO OCHOA KARIN DEL ROCIO;2;25,6684931506849;1; ; ; ; 
3;21;3010000000047;3;1;0;0;BELTRAN SACOTO BOLIVAR ROMEO;1;36,186301369863;2;ORELLANA  SERRANO LUCILA BEATRIZ;2;41,6958904109589;2; ; ; ; 
3;21;3010000000048;4;1;0;0;ARGUDO COBOS SANDRA ELIZABETH;2;26,6284153005464;1;ARIAS MALDONADO FABIAN MARCELO;1;26,9506849315068;1; ; ; ; 
3;24;3010000000049;1;1;0;0;OCHOA AGUIRRE OLGA ALICIA;2;54,775956284153;3;GUARTATANGA VASQUEZ GLADYS CECILIA;2;42,972602739726;2; ; ; ; 
3;24;3010000000050;2;1;0;0;VALENCIA AREVALO GONZALO ANDRES;1;25,213698630137;1;VINTIMILLA NEIRA CRISTOBAL ESTEBAN;1;25,2684931506849;1; ; ; ; 
3;24;3010000000051;3;1;0;0;ARIAS LUZURIAGA MARIANA DE JESUS;2;46,6803278688525;3;CAMPOVERDE HURTADO MARITZA ESTHELA;2;37,0191780821918;2; ; ; ; 
3;24;3010000000052;4;1;0;0;MORA CALLE SANTIAGO MARCELO;1;34,5027322404372;2;GUERRERO SEGARRA LILLIAM MARGARITA;2;45,3315068493151;3; ; ; ; 
3;20000000201;3020000000001;1;2;0;0;MONTERO CALLES MIGUEL ALBERTO;1;52,2438356164384;3;CASTRO MANCERO ANNE DELFA DE  LAS MERCEDES;2;40,0904109589041;2; ; ; ; 
3;20000000201;3020000000002;2;2;0;0;PAZMINO PAREDES LUIS ENRIQUE;1;28,3780821917808;1;PAZMINO GALEAS FLOR DEL ROCIO;2;27,2767123287671;1; ; ; ; 
3;3;3020000000003;1;2;0;0;CAMACHO LOMBEIDA PATRICIO MODESTO;1;48,0712328767123;3;COELLO PEDRO LUIS;1;65,9398907103825;4; ; ; ; 
3;3;3020000000004;2;2;0;0;CULQUI CASTRO GOERING GUALBERTO;1;53,572602739726;3;SISALEMA MORALES WILSON HERNAN;1;29,8060109289617;1; ; ; ; 
3;4;3020000000005;1;2;0;0;CARRILLO AUQUILLA MARCOS;1;51,6547945205479;3;VARGAS GUILLIN EDGAR VINICIO;1;42,9424657534247;2; ; ; ; 
3;4;3020000000006;2;2;0;0;FLORES NARANJO GONZALO EDUARDO;1;47,813698630137;3;BORJA BARRAGAN LINKOLD WILFRIDO;1;29,7506849315069;1; ; ; ; 
3;5;3020000000007;1;2;0;0;ALDAZ DEL SALTO CARLOS NAPOLEON;1;44,5534246575342;2;CHAVEZ SALTOS ELIZABETH AMPARO;2;47,8712328767123;3; ; ; ; 
3;5;3020000000008;2;2;0;0;BECERRA CAMACHO ANGEL ADAN;1;54;3;CARBALLO ESPIN MARCIA JACKELINE;2;29,1561643835616;1; ; ; ; 
3;6;3020000000009;1;2;0;0;ABEDRABBO LEON JORGE RAFAEL;1;42,3524590163934;2;ESPINOZA VERDEZOTO CESAR GABRIEL;1;35,4958904109589;2; ; ; ; 
3;6;3020000000010;2;2;0;0;LOPEZ VASCONEZ EDWIN ERNESTO;1;43,0493150684932;2;GONZALEZ NARANJO DOMINGUIN REMIGIO;1;40,972602739726;2; ; ; ; 
3;7;3020000000011;1;2;0;0;FALCONI VELASCO JAIME RENAN;1;42,6803278688525;2;MONTERO GARCIA WALTER ALCIVIADE;1;41,1068493150685;2; ; ; ; 
3;7;3020000000012;2;2;0;0;BOHORQUEZ GALLEGOS MIGUEL ANGEL;1;40,0986301369863;2;GAVILANEZ GUTIERREZ GERMAN OSWALDO;1;47,0958904109589;3; ; ; ; 
3;10;3020000000013;1;2;0;0;RUIZ ABRIL KARINA MARIANELA;2;28,3205479452055;1;BORJA ANDRADE LUIS ENRIQUE;1;31,1945205479452;2; ; ; ; 
3;10;3020000000014;2;2;0;0;CHACHA MANOBANDA ANGEL OVIDIO;1;31,7315068493151;2;ILLANES PACHECO JOSE ALEJANDRO;1;57,1123287671233;3; ; ; ; 
3;11;3020000000015;1;2;0;0;CARRERA GUERRA ALBERTO BENIGNO;1;46,2213114754098;3;CEVALLOS LOPEZ MARCIA ALEXANDRA;2;36,8054794520548;2; ; ; ; 
3;11;3020000000016;2;2;0;0;LLAGUNO VASCO LENI YOLANDA;2;37,5369863013699;2;COSTTA ALVARADO GUSTAVO ADOLFO;1;45,6246575342466;3; ; ; ; 
3;12;3020000000017;1;2;0;0;COLES TIBANLOMBO SEGUNDO AURELIO;1;44,4657534246575;2;SAA ALBAN VICTOR HUGO;1;64,9205479452055;3; ; ; ; 
3;12;3020000000018;2;2;0;0;GAIBOR GALLEGOS AMADO HUGO;1;67,8328767123288;4;MANCERO MONTEROS JOSE LUIS;1;26,1502732240437;1; ; ; ; 
3;17;3020000000019;1;2;0;0;CALDES RICAURTE JOSEFINA LETICIA;2;40,3671232876712;2;CAMACHO GARCIA MARCELA JAKELINE;2;32,9753424657534;2; ; ; ; 
3;17;3020000000020;2;2;0;0;QUISHPE AZOGUE SEGUNDO ARCESIO;1;33,8715846994535;2;BECERRA GARCIA ANGEL OSWALDO;1;28,3780821917808;1; ; ; ; 
3;18;3020000000021;1;2;0;0;GUZMAN CAMACHO VICTOR EUGENIO;1;40,9287671232877;2;HUILCA COBOS JUAN CARLOS;1;33,7671232876712;2; ; ; ; 
3;18;3020000000022;2;2;0;0;GARCIA CASTILLO LAURA ISABEL;2;36,1068493150685;2;VERA SUAREZ ESTHELA MARISOL;2;35,0821917808219;2; ; ; ; 
3;20000000202;3020000000023;1;2;0;0;QUINATOA POZO FERNANDO HORACIO;1;45,7808219178082;3;MANZANO GUAMBUGUETE JANETH DEL CARMEN;2;32,1041095890411;2; ; ; ; 
3;20000000202;3020000000024;2;2;0;0;LLANOS VEGA BERTHA NARCIZA;2;34,2540983606557;2;REYES GONZALEZ MARIA DEL PILAR;2;29,1287671232877;1; ; ; ; 
3;24;3020000000025;1;2;0;0;CARVAJAL APUNTE WILMER DIEGO;1;29,8;1;JURADO ESPIN ANA ELIZABETH;2;36,4054794520548;2; ; ; ; 
3;24;3020000000026;2;2;0;0;VELASQUEZ ARELLANO DARWIN HUMBERTO;1;28,6876712328767;1;LUCIO CARVAJAL GLADYS SUSANA;2;38,4071038251366;2; ; ; ; 
3;28;3020000000027;1;2;0;0;AREVALO TENELEMA SEGUNDO VENANCIO;1;37,5671232876712;2;CAMBO MANOBANDA ANGEL LEONIDAS;1;31,2246575342466;2; ; ; ; 
3;28;3020000000028;2;2;0;0;AGUALONGO MOROCHO TRANSITO;2;34,2732240437158;2;AMANGANDI PILAMUNGA GLORIA FAVIOLA;2;28,7534246575342;1; ; ; ; 
3;6;3030000000001;1;3;0;0;MAITA DIAZ CARLOS EUGENIO;1;39,2027397260274;2;RODRIGUEZ LAZO DANIEL IVAN;1;42,4207650273224;2; ; ; ; 
3;6;3030000000002;2;3;0;0;FERNANDEZ NEIRA RUSBEL RODRIGO;1;45,6;3;AREVALO RUIZ CARLOS ARSESIO;1;37,8169398907104;2; ; ; ; 
3;6;3030000000003;3;3;0;0;OCHOA  VICUÑA LINA MARLENE;2;25,8879781420765;1;BERMEO MONICA LUCIA;2;33,0712328767123;2; ; ; ; 
3;7;3030000000004;1;3;0;0;MOROCHO PINGUIL ABELINA;2;39,027397260274;2;CRESPO VAZQUEZ MIGUEL REMIGIO;1;43,6328767123288;2; ; ; ; 
3;7;3030000000005;2;3;0;0;FLORES PALOMEQUE PABLO FILADELFO;1;40,0520547945206;2;AVILA TORRES JOSE HERIBERTO;1;41,386301369863;2; ; ; ; 
3;7;3030000000006;3;3;0;0;VICUÑA VINTIMILLA NUBE CECILIA;2;54,1448087431694;3;CARDENAS CARDENAS RUTH MARINA;2;38,7950819672131;2; ; ; ; 
3;10;3030000000007;1;3;0;0;QUEVEDO QUINTEROS MANUEL RAMIRO;1;49,8251366120219;3;JARA NOVILLO RUBEN DARIO;1;62,5245901639344;3; ; ; ; 
3;10;3030000000008;2;3;0;0;CHACON BARBA SARA CATHERINE;2;30,0355191256831;2;IDROVO CABRERA JHANNETH ALICIA;2;44,6191780821918;2; ; ; ; 
3;10;3030000000009;3;3;0;0;VARGAS VAZQUEZ FABIAN FERNANDO;1;33,7561643835616;2;MERCHAN BARCIONA EUGENIO JACINTO;1;42,1502732240437;2; ; ; ; 
3;12;3030000000010;1;3;0;0;RUIZ CORREA MILTON EDUARDO;1;45,586301369863;3;ARIAS VICUÑA MARCO VINICIO;1;46,0983606557377;3; ; ; ; 
3;12;3030000000011;2;3;0;0;VASQUEZ CLAVIJO LUIS ALBERTO;1;51,8520547945205;3;CHERREZ ASTUDILLO JAIME EDUARDO;1;28,5452054794521;1; ; ; ; 
3;12;3030000000012;3;3;0;0;VALDIVIESO HERRERA MARIA LUISA;2;42,3306010928962;2;ROMERO LEON REBECA DE LOURDES;2;32,9068493150685;2; ; ; ; 
3;30000000202;3030000000013;1;3;0;0;CASTILLO RODRIGUEZ FLORENCIO;1;50,655737704918;3;DUTAN SANANGO LUIS MANUEL;1;34,8657534246575;2; ; ; ; 
3;30000000202;3030000000014;2;3;0;0;CUADRO VALENCIA SANTA MAGDALENA;2;40,0876712328767;2;ALTAMIRANO CORDERO MARIA EUGENIA;2;33,5753424657534;2; ; ; ; 
3;30000000202;3030000000015;3;3;0;0;OJEDA ANDRADE ENRIQUE WILFRIDO;1;30,6967213114754;2;ORTIZ SIGUENCIA JOSE OCTAVIO;1;54,5846994535519;3; ; ; ; 
3;18;3030000000016;1;3;0;0;LEMA LAZO LUIS GILBERTO;1;41,0958904109589;2;SOLANO LAZO MARIA ANTONIA;2;37,041095890411;2; ; ; ; 
3;18;3030000000017;2;3;0;0;GUAMAN LLIGUISUPA RUTH JAQUELINE;2;30,8301369863014;2;ARGUELLO GALEAS KLEVER HERMENEGILDO;1;50,3005464480874;3; ; ; ; 
3;18;3030000000018;3;3;0;0;GUAMAN NIVELO MANUEL JESUS;1;34,8547945205479;2;MAINATO GRANDA MARIA ROSA;2;34,6885245901639;2; ; ; ; 
3;1;3040000000001;1;4;0;0;VILLARREAL ORTEGA WILSON IVAN;1;38,5273224043716;2;FUELTALA LUGO ROSA ELENA;2;45,358904109589;3; ; ; ; 
3;1;3040000000002;2;4;0;0;PONCE RUBIO LUIS MARIA HUMBERTO;1;70,2158469945355;4;VERA CUAICAL GUIDO GERMAN;1;37,7616438356164;2; ; ; ; 
3;2;3040000000003;1;4;0;0;CABEZAS MENDEZ JOSE RAMIRO;1;60,2849315068493;3;JARAMILLO TULCAN RUTH MIRIAM;2;40,2931506849315;2; ; ; ; 
3;2;3040000000004;2;4;0;0;GUERRERO TREJO LUIS HUMBERTO;1;52,3041095890411;3;NARVAEZ ORDONEZ ROSA ELENA;2;48,2575342465753;3; ; ; ; 
3;202;3040000000005;1;4;0;0;TATES JIMENEZ ROBER EUGENIO;1;32,3232876712329;2;QUENAN LOPEZ JOSE BRAUDELINO;1;54,0573770491803;3; ; ; ; 
3;202;3040000000006;2;4;0;0;VILLOTA CHALACAN SEGUNDO NELSON;1;45,2493150684932;3;ALMEIDA REVELO MIRTHA DEL PILAR;2;48,027397260274;3; ; ; ; 
3;40000000201;3040000000007;1;4;0;0;NARVAEZ MUNOZ CRISTOBAL FERNANDO;1;49,5616438356164;3;POZO CABRERA SEGUNDO BYRON;1;40,1068493150685;2; ; ; ; 
3;40000000201;3040000000008;2;4;0;0;ARTEAGA BOLANOS BERTHA BERNARDITA;2;39,1369863013699;2;CARDENAS SUAREZ DIANA MERCEDES;2;26,2732240437158;1; ; ; ; 
3;7;3040000000009;1;4;0;0;ORTIZ VINUEZA ROMULO ARMANDO;1;43,1506849315069;2;REYES YALAMA LUIS ALFONSO;1;49,0849315068493;3; ; ; ; 
3;7;3040000000010;2;4;0;0;BENITEZ CISNEROS LAURA TERESA DEL SOCORRO;2;46,4781420765027;3;MORILLO AYALA YOLANDA ROSALIA;2;38,5245901639344;2; ; ; ; 
3;40000000202;3040000000011;1;4;0;0;ABRIL ARCOS LUIS GONZALO;1;48,9232876712329;3;ORTIZ TERAN PEDRO ABDON;1;53,3342465753425;3; ; ; ; 
3;40000000202;3040000000012;2;4;0;0;MORALES CHAMORRO RICARDO FERNANDO;1;30,5874316939891;2;QUELAL EGAS LUIS HUMBERTO;1;36,7561643835616;2; ; ; ; 
3;11;3040000000013;1;4;0;0;ESPINOSA OLGA GUADALUPE;2;51,386301369863;3;DELGADO GUERRON JACKELINE ALEXANDRA;2;31,0986301369863;2; ; ; ; 
3;11;3040000000014;2;4;0;0;CARVAJAL CARVAJAL LUIS HUMBERTO;1;43,6219178082192;2;VACA MORALES PEDRO ROLANDO;1;36,7287671232877;2; ; ; ; 
3;12;3040000000015;1;4;0;0;PAREDES GUEVARA LUIS ALEJANDRO;1;55,3123287671233;3;JIMENEZ GODOY SEGUNDO LORENZO;1;69,4821917808219;4; ; ; ; 
3;12;3040000000016;2;4;0;0;MORA JIMENEZ RICHARD NAPOLEON;1;28,3780821917808;1;CHAMORRO PONCE LUIS HERNAN;1;34,155737704918;2; ; ; ; 
3;40000000203;3040000000017;1;4;0;0;PENA CHAMORRO CARLOS HUGO;1;40,2164383561644;2;ACOSTA CESAR ANTONIO;1;52,1616438356164;3; ; ; ; 
3;40000000203;3040000000018;2;4;0;0;NARVAEZ MEJIA LUCY ANDREA;2;26,1885245901639;1;CABRERA RUIZ EDY SILVANA;2;45,5287671232877;3; ; ; ; 
3;24;3040000000019;1;4;0;0;HURTADO VALENCIA GABRIEL OMAR;1;37,931693989071;2;TUZ MALQUIN WILMER BLADYMIR;1;33,3424657534247;2; ; ; ; 
3;24;3040000000020;2;4;0;0;MOSQUERA MUNOZ OMAR ELIAS;1;36,9835616438356;2;HURTADO LOMAS CARLOS RAMIRO;1;36,8712328767123;2; ; ; ; 
3;40000000041;3040000000021;1;4;0;0;MUNOZ GUERRERO OSCAR EFREN;1;31,1890410958904;2;BURBANO MEDINA LUCILA ELIZABETH;2;39,1808219178082;2; ; ; ; 
3;40000000041;3040000000022;2;4;0;0;MERINO ARELLANO HERNEY WALBERTO;1;43,4958904109589;2;ALVAREZ ALVAREZ CARLOS FELIPE;1;54,5956284153005;3; ; ; ; 
3;40000000042;3040000000023;1;4;0;0;BRAVO MONTENEGRO HERNAN AMILCAR;1;48,8876712328767;3;GUERRON PEREIRA WILLAM AMILCAR;1;34,9260273972603;2; ; ; ; 
3;40000000042;3040000000024;2;4;0;0;ONATE ORTIZ LUIS SILVIO;1;43,3945205479452;2;PALACIOS LOPEZ LILIAM TULA;2;42,6475409836066;2; ; ; ; 
3;1;3050000000001;1;5;0;0;LARA LANDAZURI RENAN ARTURO;1;46,5081967213115;3;MAYORGA MARTINEZ MANUEL MESIAS;1;60,1808219178082;3; ; ; ; 
3;1;3050000000002;2;5;0;0;CAICEDO ATIAGA FRANCISCO MARCELO;1;36,5698630136986;2;VENEGAS MERA VICTOR HUGO;1;49,2219178082192;3; ; ; ; 
3;1;3050000000003;3;5;0;0;TAPIA ALVAREZ NARDA LORENA;2;33,931693989071;2;BUSTILLOS CUSTODE MARTHA RUTH;2;59,4164383561644;3; ; ; ; 
3;3;3050000000004;1;5;0;0;RACINES PEÑAHERRERA GLORIA MARIA DEL CARMEN;2;43,3013698630137;2;RODRIGUEZ CABEZAS NANCY GRACIELA;2;29,1452054794521;1; ; ; ; 
3;3;3050000000005;2;5;0;0;TORRES HERRERA CARLOS ALONSO;1;57,5013698630137;3;REINOSO RODRIGUEZ JAIME ENRIQUE;1;33,0958904109589;2; ; ; ; 
3;3;3050000000006;3;5;0;0;CUEVA FUENTES MILTON OSWALDO;1;37,8114754098361;2;MIÑO SOPLIN COLON EDUARDO;1;32,3753424657534;2; ; ; ; 
