DIGNIDAD_CODIGO,OP_CODIGO,CANDIDATO_CODIGO,CANDIDATO_ORDEN,CANDIDATO_PROVINCIA_CODIGO,CANDIDATO_CANTON_CODIGO,CANDIDATO_PARROQUIA_CODIGO,CANDIDATO_NOMBRE,CANDIDATO_SEXO,CANDIDATO_EDAD_EXACTA,CANDIDATO_GRUPO_DE_EDAD,SUPLENTE_NOMBRE,SUPLENTE_SEXO,SUPLENTE_EDAD_EXACTA,SUPLENTE_GRUPOS_DE_EDAD
2,2021,2020000000003,1,2,0,0,CEVALLOS MOREJON NERVO MIGUEL,1,42.63835616438356,2,VENEGAS ESPINOZA DAVID MARCELO,1,27.413698630136988,1
2,56,2020000000004,1,2,0,0,CAMACHO DAVILA JUAN CARLOS,1,48.685792349726775,3,OCAMPO GAVILANES SERGIO REBANI,1,50.12876712328767,3
2,2010,2020000000005,1,2,0,0,CHAVES DE MORA CARLOS MARCELO,1,46.75068493150685,3,FIGUEROA AGUIAR VICTOR HUGO,1,53.868493150684934,3
2,48,2030000000001,1,3,0,0,CARDENAS CALLE RENE EFRAIN,1,42.11506849315069,2,GONZALEZ CASTRO CLAUDIA ALEXANDRA,2,28.746769967811964,1
2,5,2030000000002,1,3,0,0,CALLE PINOS JAIME LEONARDO,1,56.04383561643836,3,ESPINOZA CARDENAS MELVA CRISTINA,2,30.778082191780822,2
2,3013,2030000000003,1,3,0,0,ORMAZA ANDRADE DIEGO ROMEO ANTONIO,1,49.92328767123288,3,CARDENAS MUÑOZ LUIS ALBERTO,1,50.03013698630137,3
2,3014,2030000000004,1,3,0,0,QUINTEROS RIVERA IGNACIO RAUL GILBERTO,1,55.00547945205479,3,CHICA TITO JOSE MANUEL,1,33.01639344262295,2
2,10,2030000000005,1,3,0,0,SAQUICELA ESPINOZA JAVIER VIRGILIO,1,36.80054644808743,2,CAIZAN MAINATO JOSE ANTONIO,1,42.484931506849314,2
2,56,2030000000006,1,3,0,0,CORREA PADRON ROMMEL SANTIAGO,1,34.07397260273972,2,MOLINA LOYOLA BERTHA ELIZABETH,2,40.082191780821915,2
2,48,2040000000001,1,4,0,0,LOPEZ GARCIA MARIA NIEVES,2,37.6,2,ALMEIDA MORILLO MARITZA JACQUELINE,2,31.279452054794522,2
2,5,2040000000002,1,4,0,0,QUELAL PABON MARCO VINICIO,1,50.95616438356164,3,BETANCOURT RODRIGUEZ ROLANDO VINICIO,1,38.945205479452056,2
2,7,2040000000003,1,4,0,0,YANDUN POZO CASTULO RENE,1,62.41095890410959,3,HERRERA VILLARREAL BERNARDINO GUILLERMO,1,36.38611423010705,2
2,56,2040000000004,1,4,0,0,RODRIGUEZ EDGAR IVAN,1,54.989041095890414,3,VACA ARMAS NELSON RENAN,1,56.25753424657534,3
2,4015,2040000000005,1,4,0,0,VIZCAINO ANDRADE LUIS FELIPE,1,44.31506849315068,2,IBARRA SARMIENTO ORLANDO SIGIFREDO,1,35.73424657534247,2
2,48,2050000000001,1,5,0,0,CEPEDA ESTUPIÑAN CRISTOBAL ALEJANDRO,1,58.33424657534247,3,ESTRELLA PEÑAHERRERA FRANCISCO GEOVANNY,1,32.5336552137136,2
2,5008,2050000000002,1,5,0,0,HERRERA GALARRAGA EDGAR WILFRIDO,1,40.31506849315068,2,BUSTILLOS CUSTODE ALCIDES RODRIGO,1,64.16164383561645,3
2,10,2050000000003,1,5,0,0,UMAGINGA GUAMAN CESAR,1,39.87397260273973,2,GUAMANGATE ANTE BLANCA GRACIELA,2,36.8232727000524,2
2,56,2050000000004,1,5,0,0,VELA CAIZAPANTA ANGEL RAMIRO,1,51.73972602739726,3,RIVERA VACA MANUEL ORFAITH,1,47.95616438356164,3
2,48,2060000000001,1,6,0,0,PAZMIÑO NUÑEZ HERNAN OSWALDO,1,53.87945205479452,3,ALVEAR HARO NICOLAS MANUEL,1,50.36164383561644,3
2,5,2060000000002,1,6,0,0,BARRENO NORIEGA JORGE WASHINGTON,1,50.778082191780825,3,CURILLO SAIGUA ROSA MARIA,2,47.73972602739726,3
2,6030,2060000000003,1,6,0,0,CURICAMA GUAMAN MARIANO,1,52.4344262295082,3,HERRERA CISNEROS SILVIA PATRICIA,2,45.45479452054795,3
2,75,2060000000004,1,6,0,0,BARRENO GUIJARRO ANGEL GERARDO,1,47.73150684931507,3,ERAZO CASTILLO JOSE JAVIER,1,30.432876712328767,2
2,6006,2060000000005,1,6,0,0,BURBANO ARAUS LUIS ALFONSO,1,63.11780821917808,3,GUALAN ANILEMA PABLO,1,42.64931506849315,2
2,48,2070000000001,1,7,0,0,MORAN RAMIREZ MARIO MANUEL,1,36.26575342465753,2,ZAMBRANO REYES VICTOR RODRIGO,1,41.59452054794521,2
2,4,2070000000002,1,7,0,0,CASTRO HIDALGO ALEJANDRO GUILLERMO,1,61.87671232876713,3,TINOCO TINOCO GUSTAVO MANUEL,1,25.498630136986304,1
2,5,2070000000003,1,7,0,0,NOBLECILLA QUINTANA LISLEY DOLORES,2,40.377049180327866,2,ARTEAGA RODAS DIEGO ALEJANDRO,1,25.82191780821918,1
2,7008,2070000000004,1,7,0,0,SANCHEZ REYES MONTGOMERY,1,58.66301369863014,3,RODAS CUENCA TERESA MARINA,2,48.21917808219178,3
2,8017,2080000000001,1,8,0,0,VACA QUINONEZ SONIA MARIA,2,53.93424657534246,3,LEON MALDONADO LILIAN YOLANDA,2,54.010958904109586,3
2,5,2080000000002,1,8,0,0,RAMIREZ HUILA WAGNER NOLASCO,1,39.54246575342466,2,CEDEÑO SANCHEZ RUFINO BERNALDINO,1,39.23561643835617,2
2,8,2080000000003,1,8,0,0,SOSA ROBINZON LUCIA DE LOURDES,2,52.21643835616438,3,ERAZO REASCO RAFAEL WASHINGTON,1,44.50633280934202,2
2,56,2080000000004,1,8,0,0,BARCIA MOLINA CARLOS SIMON,1,45.487671232876714,3,HURTADO VALDEZ JACQUELINE DEL ROCIO,2,28.73584100606333,1
2,9073,2090000000001,1,9,0,0,JAIRALA VALLAZZA JIMMY,1,51.58082191780822,3,NICOLALDE CORDERO BLANCA LUZMILA,2,51.9013698630137,3
2,9047,2090000000002,1,9,0,0,NUQUEZ CORREA JOSE HUMBERTO,1,53.463013698630135,3,ROSADO ROSADO CELIA MATILDE,2,35.54794520547945,2
2,5,2090000000003,1,9,0,0,VANEGAS Y CORTAZAR HECTOR GABRIEL,1,44.21369863013699,2,TORAL MEJIA SERGIO ANIBAL,1,49.55068493150685,3
2,9044,2090000000004,1,9,0,0,BLUM SAMANIEGO MARIO ROBERTO,1,54.74794520547945,3,VALDIVIEZO MOSCOSO FAUSTO GUIDO,1,49.679452054794524,3
2,24,2090000000005,1,9,0,0,PEREZ LOOR LUIS ENRIQUE,1,50.56164383561644,3,FONTAINE VELASCO PHILIPPE DANIEL,1,47.42465753424658,3
2,12,2090000000006,1,9,0,0,SALEM MENDOZA MAURICIO ELIAS,1,67.78356164383561,4,CORTEZ ZAVALA LUIS ALBERTO,1,41.64657534246575,2
2,56,2090000000007,1,9,0,0,CORREA DELGADO PIERINA SARA MERCEDES,2,47.90684931506849,3,CASTRO CAÑARTE XAVIER NICOLAS ROBERTO,1,45.635616438356166,3
2,89,2090000000008,1,9,0,0,BENAVIDES DAVILA HUMBERTO LUIS,1,57.13387978142077,3,OCHOA COLORADO ANGEL ONASIS,1,39.54520547945206,2
2,9033,2090000000009,1,9,0,0,MUZZIO ARGUELLO GIOVANNI FABRIZIO,1,41.314207650273225,2,IBARRA OSIO DOLORES JACQUELINE,2,44.98447488584475,2
2,48,2100000000001,1,10,0,0,QUINTANA PASPUEL PEDRO MANUEL,1,51.704109589041096,3,MENESES TACAN MIGUEL ANGEL,1,51.038356164383565,3
2,5,2100000000002,1,10,0,0,VINUEZA BAQUERO WILSON EDUARDO,1,66.46027397260274,4,CORAL VICTORIA ALBA NELLY,2,54.83287671232877,3
2,10,2100000000003,1,10,0,0,ROLDAN ROBLES FRANKLIN VINICIO,1,44.91256830601093,2,GORDILLO ALARCON ALICIA SALOME,2,46.54794520547945,3
2,54,2100000000004,1,10,0,0,LARREA ANDRADE MAURICIO ERNESTO,1,54.3013698630137,3,VALDOSPINOS RUBIO GILBERTO MARCELO,1,64.48174264540758,3
2,56,2100000000005,1,10,0,0,GARCIA POZO DIEGO OSWALDO,1,44.32513661202186,2,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,2,25.753424657534246,1
2,5,2110000000001,1,11,0,0,ROLDAN ROGEL IVAN FRANCISCO,1,47.95890410958904,3,GALLARDO AGUIRRE MIGUEL ANGEL,1,26.046575342465754,1
2,56,2110000000002,1,11,0,0,BUSTAMANTE MONTEROS RUBEN ALEJANDRO,1,46.57260273972603,3,JARAMILLO VILLAMAGUA JORGE MAURICIO,1,35.082191780821915,2
2,11009,2110000000003,1,11,0,0,MAZA BOLIVAR HERNAN,1,48.25479452054795,3,CARDENAS CALDERON JOSE JACINTO,1,68.12602739726027,4
2,11010,2110000000004,1,11,0,0,AUQUILLA ORTEGA RAUL VICENTE,1,56.631147540983605,3,MACHADO PALADINES MARTHA CECILIA,2,53.394520547945206,3
2,11018,2110000000005,1,11,0,0,VIVAR BERMEO RODRIGO EDUARDO,1,49.9041095890411,3,MARTINEZ ALVARADO LITA ALEXANDRA,2,39.64931506849315,2
2,107,2120000000001,1,12,0,0,TERAN HIDALGO ROLANDO JAVIER,1,33.00273224043716,2,FABRE TERAN HUGO LUIS,1,32.820540459615245,2
2,48,2120000000002,1,12,0,0,MENDOZA PALMA JOFFRE PATRICIO,1,45.27049180327869,3,DAVILA JIMENEZ DIMAS RODRIGO,1,51.728767123287675,3
2,5,2120000000003,1,12,0,0,LUQUE MORAN ANDRES SANTIAGO,1,73.12295081967213,4,ORELLANA JARA JOSE VIRGILIO,1,61.52876712328767,3
2,6,2120000000004,1,12,0,0,TOUMA BACILIO MARIO ALBERTO,1,50.61369863013699,3,KURE MONTES CARLOS ALBERTO,1,61.04371584699454,3
2,12,2120000000005,1,12,0,0,GOMEZ VERDUGA MARIA ELENA,2,34.78630136986301,2,LORENCES VARGAS JUAN ALFONSO,1,39.71506849315069,2
2,56,2120000000006,1,12,0,0,TROYA FUERTES MARCO STALIN,1,40.273972602739725,2,HURTADO SORIANO HECTOR JOSE VICENTE,1,38.52328767123288,2
2,13040,2130000000001,1,13,0,0,CELI SANTOS GUILLERMO ALEJANDRO,1,33.221311475409834,2,DELGADO BALSECA DIANA NATALY,2,24.670267235571526,1
2,5,2130000000002,1,13,0,0,LOOR AVEIGA EDDY FERDINAND,1,42.26849315068493,2,ESPINOZA VILLAVICENCIO JULIO HUMBERTO,1,41.057377049180324,2
2,13035,2130000000003,1,13,0,0,VELEZ FIGUEROA SONIA LEONOR DOLORES,2,49.049180327868854,3,SOLORZANO MOREIRA CRISTOBAL COLON,1,53.57534246575342,3
2,56,2130000000004,1,13,0,0,ZAMBRANO ARTEAGA JOSE RICARDO,1,34.97808219178082,2,ALAVA AVILA JOSE EFRAIN,1,52.134246575342466,3
2,89,2130000000005,1,13,0,0,ANDRADE MEDINA JORGE GUALBERTO,1,57.095628415300546,3,MOLINA SORNOZA LUIS EDUARDO,1,44.95168800059885,2
2,13037,2130000000006,1,13,0,0,ZAMBRANO SEGOVIA MARIANO NICANOR,1,59.52328767123288,3,ORDOÑEZ ZAMBRANO MARIA BEATRIZ,2,49.14754098360656,3
2,48,2140000000001,1,14,0,0,ALARCON MARTINEZ PABLO RUPERTO,1,50.26301369863014,3,JARA SERRANO GUIDO ROMER,1,31.375342465753427,2
2,10,2140000000002,1,14,0,0,CHUMPI JIMPIKIT FELIPE MARCELINO,1,40.959016393442624,2,SUAREZ DIAZ FAUSTO ALFONSO,1,60.41343663447863,3
2,56,2140000000003,1,14,0,0,PUENTE PENARANDA FRANKLIN ELEUCADIO,1,38.3013698630137,2,VELIN RIVADENEIRA TIMOTEO,1,67.87671232876711,4
2,14003,2140000000004,1,14,0,0,MEJIA REINOSO JAIME EDMUNDO,1,48.494535519125684,3,ARTEAGA CRUZ LUIS VICENTE,1,45.61095890410959,3
2,48,2150000000001,1,15,0,0,CHACON PADILLA SERGIO ENRIQUE,1,38.175342465753424,2,GUTIERREZ BORBUA MARY SUSANA,2,54.517808219178086,3
2,15023,2150000000002,1,15,0,0,CHAVEZ VARGAS EDISON GUSTAVO,1,54.487671232876714,3,GREFA AVILEZ CESAR NEPTALI,1,33.78630136986301,2
2,15027,2150000000003,1,15,0,0,BORBUA ESPINEL ANIBAL RENAN,1,47.95616438356164,3,GREFA ALVARADO ALIRIO JAVIER,1,41.57260273972603,2
2,15025,2150000000004,1,15,0,0,SANMIGUEL PALACIOS GINA ZITA,2,51.13972602739726,3,GREFA AGUINDA JUAN LENIN,1,34.43561643835616,2
2,48,2160000000001,1,16,0,0,FREIRE MARTINEZ CARLOS BOLIVAR,1,42.31506849315068,2,CHAVEZ CASTRO ROBERTO MESIAS,1,61.86027397260274,3
2,16027,2160000000002,1,16,0,0,NAVEDA SUAREZ HENRY ROBERT,1,46.827397260273976,3,CHUJE GUALINGA JENNY LUZ,2,39.64657534246575,2
2,16026,2160000000003,1,16,0,0,MASSON FIALLOS TANIA PATRICIA,2,30.69041095890411,2,ALVAREZ CORTEZ LUIS EDUARDO,1,42.66849315068493,2
2,16012,2160000000004,1,16,0,0,GUEVARA BLASCHKE JAIME PATRICIO,1,44.23561643835617,2,ESPIN ZAMORA SEGUNDO WILFRIDO,1,47.93424657534246,3
2,16025,2160000000005,1,16,0,0,GUEVARA CRUZ MILTON BAYARDO,1,50.36164383561644,3,SARMIENTO LEON JULY MONSERRATE,2,30.446575342465753,2
2,48,2170000000001,1,17,0,0,CARRION PEREZ ARTURO ALEJANDRO,1,60.494535519125684,3,DONOSO ROSERO RUBEN JOSE ALFREDO,1,49.095628415300546,3
2,5,2170000000002,1,17,0,0,AGUILAR OLMEDO ROBERTO FERNANDO,1,53.778082191780825,3,TRUJILLO PROANO ALFREDO STALIN,1,71.02739726027397,4
2,24,2170000000003,1,17,0,0,YUMISEBA ASQUEL WALTER RAUL,1,53.52328767123288,3,REYES LOAYZA ANGEL POLIBIO,1,54.81917808219178,3
2,17061,2170000000004,1,17,0,0,GUZMAN ESPINOSA DIEGO ALONSO RAMIRO,1,52.24657534246575,3,DONOSO VALDIVIEZO MARIA TERESA,2,43.556164383561644,2
2,13,2170000000005,1,17,0,0,CALLE OCHOA LIDER TEOBALDO,1,46.81917808219178,3,RODRIGUEZ FLORES EDISON PATRICIO,1,33.243169398907106,2
2,56,2170000000006,1,17,0,0,BAROJA NARVAEZ MILTON GUSTAVO,1,55.48219178082192,3,COSTALES PEÑAHERRERA LAURA MARCELA,2,57.5041095890411,3
2,76,2170000000007,1,17,0,0,DAVALOS ARTEAGA DIEGO MARCELO ANTONIO,1,63.42739726027397,3,DE LA TORRE BOSSANO VIVIANA MARGARITA,2,26.268493150684932,1
2,86,2170000000008,1,17,0,0,ACOSTA ESPINOSA VERONICA DE LA DOLOROSA,2,57.02732240437158,3,DAVILA BOND FERNANDO JAVIER,1,32.64840931207426,2
2,17084,2170000000009,1,17,0,0,PROCEL PERALTA CARLOS EDUARDO,1,59.917808219178085,3,NARVAEZ RAMOS VICTOR HUGO,1,46.28767123287671,3
2,96,2170000000010,1,17,0,0,JURADO CASTRO IVAN SANTIAGO,1,53.88493150684931,3,VACA ALMEIDA JORGE HERMOGENES,1,53.38904109589041,3
2,48,2180000000001,1,18,0,0,QUISPE LOPEZ JOSE LUIS,1,43.92054794520548,2,TAPIA MEJIA GUSTAVO ISRAEL,1,33.52602739726027,2
2,4,2180000000002,1,18,0,0,BRAVO VALLE LUIS DAVID,1,22.106849315068494,1,GAMBOA PAREDES MAYRA ALEJANDRA,2,24.36152406617262,1
2,5,2180000000003,1,18,0,0,RODRIGUEZ BARROSO MANUEL EDUARDO,1,53.33698630136986,3,VINUEZA PEREZ NELSON ROMAN,1,46.915068493150685,3
2,18038,2180000000004,1,18,0,0,NARANJO LALAMA LUIS FERNANDO,1,60.00547945205479,3,ALBORNOZ CALLEJAS ERNESTO,1,52.94349127928737,3
2,19024,2190000000001,1,19,0,0,QUISHPE LOZANO SALVADOR,1,38.11506849315069,2,CUEVA ROJAS VICTOR ALONZO,1,37.068306010928964,2
2,56,2190000000002,1,19,0,0,PAQUI GONZALEZ JOSE FRANCISCO,1,42.07671232876712,2,ARIAS PEÑA LIGIA MARGARITA,2,55.47945205479452,3
2,19001,2190000000003,1,19,0,0,DELGADO TELLO FRANKLIN NAPOLEON,1,56.959016393442624,3,REGALADO IÑIGUEZ ALEX PAOLO,1,35.68767123287671,2
2,21011,2210000000001,1,21,0,0,GREFA CERDA RENE ORLANDO,1,41.29234972677595,2,CALVOPIÑA MONCAYO JOSE OSWALDO,1,46.86301369863014,3
2,21007,2210000000002,1,21,0,0,ABAD JARAMILLO MAXIMO,1,53.56986301369863,3,BERMEO JARAMILLO LUIS ANGEL,1,45.13934426229508,3
2,21017,2210000000003,1,21,0,0,MURILLO ZAMBRANO REMIGIO ALBERTO,1,55.62465753424657,3,CHICA SERRANO RAFAEL MARIA,1,50.16164383561644,3
2,56,2210000000004,1,21,0,0,MOROCHO VELANA NANCY BEATRIZ,2,41.90958904109589,2,BRAVO REATEGUI KLEVER FERNANDO,1,42.9013698630137,2
2,21012,2210000000005,1,21,0,0,LOZADA CORTES DARWIN LENIN,1,55.29041095890411,3,RIVADENEIRA GAIBOR ANGELITA JANETH,2,33.30327868852459,2
2,48,2220000000001,1,22,0,0,GARCIA JARAMILLO DARWIN UVALDO,1,44.8551912568306,2,VIDAL GOMEZ FANNY MARGARITA,2,38.93972602739726,2
2,5,2220000000002,1,22,0,0,CAICEDO COLON HONORATO,1,68.27397260273973,4,SHIGUANGO SALAZAR MARIO RODRIGO,1,38.6,2
2,22028,2220000000003,1,22,0,0,GREFA UQUIÑA VALERIO ALMOYA,1,56.385245901639344,3,MACAS CUENCA JORGE YOVANY,1,47.38082191780822,3
2,22027,2220000000004,1,22,0,0,ZAMBRANO CHACHA ALBERTO ALEXANDER,1,45.94794520547945,3,CAMBO ANGAMARCA SEGUNDO HECTOR,1,40.410704394041474,2
2,10,2220000000005,1,22,0,0,LLORI ABARCA ESPERANZA GUADALUPE,2,46.205479452054796,3,ROMAN GALARZA RODRIGO FABIAN,1,44.89431095141852,2
2,54,2220000000006,1,22,0,0,ACARO ALVAREZ ANDRES ABELINO,1,44.47267759562842,2,CAICEDO MOSCOSO JEANY ELIZABETH,2,54.013698630136986,3
2,56,2220000000007,1,22,0,0,MONAR VARGAS ELISA MARGARITA,2,39.728767123287675,2,MIRANDA HEREDIA SAULO NICACIO,1,48.04109589041096,3
2,22011,2220000000008,1,22,0,0,CAMPOVERDE CAMPOVERDE FREDY LEONARDO,1,42.26849315068493,2,VARGAS GREFA CAROLINA SARA,2,42.0027397260274,2
2,23005,2230000000001,1,23,0,0,MURILLO RODRIGUEZ NANCY GEOCONDA,2,34.15068493150685,2,RODAS MORALES LUIS MARIO,1,52.48720712628191,3
2,48,2230000000002,1,23,0,0,FARIAS RIOS JOSE FRANKLIN,1,44.18904109589041,2,GARCIA GOMEZ GEORGE GERMAN,1,43.06849315068493,2
2,5,2230000000003,1,23,0,0,BRITO CHICO GIL ANIBAL,1,60.054794520547944,3,GAIBOR ERAZO CESAR MESIAS,1,48.2,3
2,23003,2230000000004,1,23,0,0,TERAN SILVA JAKSON STALYN,1,31.723287671232878,2,CORDERO ABAD MANUEL OVIDIO,1,36.24931506849315,2
2,12,2230000000005,1,23,0,0,VILLACIS ESPIN VICTOR CLEVER,1,48.822404371584696,3,DELGADO TELLO JORGE WASHINGTON,1,63.85479452054795,3
2,56,2230000000006,1,23,0,0,BENITEZ CALVA EDGAR GEOVANNY,1,41.169398907103826,2,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,2,26.78904109589041,1
2,78,2230000000007,1,23,0,0,NAVAS DUQUE OSCAR FABRICIO,1,45.487671232876714,3,ANDRADE LOOR SOLANDA MERCEDES,2,32.585567782019616,2
2,23001,2230000000008,1,23,0,0,NUÑEZ GARCIA JOHANA YADIRA,2,28.614754098360656,1,AGUAVIL CALAZACON HECTOR EDUARDO,1,50.54520547945206,3
2,23002,2230000000009,1,23,0,0,YEPEZ PALMA LUDWIN GONZALO,1,47.49041095890411,3,GENDE AGUAVIL TOBIAS EVELIO,1,33.81917808219178,2
2,24006,2240000000001,1,24,0,0,LAINEZ VERA NORBERTO WILLIAM,1,43.92054794520548,2,RODRIGUEZ MIRABA HUGO ORLANDO,1,30.49041095890411,2
2,48,2240000000002,1,24,0,0,LYLE LEON MYRIAM LEONOR,2,53.58082191780822,3,JURADO CABRERA LUIS ANTONIO,1,60.58830002245677,3
2,5,2240000000003,1,24,0,0,GARNICA ENDERICA NAPOLEON,1,66.03835616438356,4,PAREDES GONZALEZ LUIS ALBERTO,1,49.013661202185794,3
2,24008,2240000000004,1,24,0,0,BORBOR RODRIGUEZ SANTO ABEL,1,52.349726775956285,3,VILLON ALFONZO TERECITA NARCISA,2,48.90523991316715,3
2,24,2240000000005,1,24,0,0,AJOY BONILLA WINSTON,1,69.01366120218579,4,PEÑA MENOSCAL NORMA ARGENTINA,2,72.6648027546972,4
2,24012,2240000000006,1,24,0,0,MOLINA LOOR ANGEL AMABLE,1,55.68219178082192,3,GUAMAN TOAPANTA MARCO RODRIGO,1,37.512328767123286,2
2,12,2240000000007,1,24,0,0,CISNEROS GRANIZO PATRICIO BENJAMIN,1,46.25205479452055,3,VILLAO BORBOR YOFFRE RAUL,1,51.20821917808219,3
2,24011,2240000000008,1,24,0,0,ORRALA RODAS LUIS JACINTO,1,38.57534246575342,2,OCHOA VERGARA JESSICA KATIUSCA,2,30.47945205479452,2
2,56,2240000000009,1,24,0,0,TRIVIÑO CISNEROS ANA MIREYA,2,50.205479452054796,3,JARAMILLO MENDOZA RAUL EDUARDO,1,47.93698630136986,3
3,48,3012600000001,1,1,260,0,LEON ULLAGUARI JULIO CESAR,1,51.843835616438355,3,VILLACRES BORJA SILVIA DEL PILAR,2,41.61917808219178,2
3,48,3012600000002,2,1,260,0,OCHOA PARRA ALEXANDRA ILIANA,2,39.45479452054794,2,ABRIL IDROVO CARLOS RODOLFO,1,38.3041095890411,2
3,48,3012600000003,3,1,260,0,LAZO SIGUENZA HERNAN OSWALDO,1,40.994535519125684,2,LEON QUEZADA FAVIOLA ALEXANDRA,2,28.96534920278464,1
3,48,3012600000004,4,1,260,0,FAREZ ULLAGUARI PAOLA BELEN,2,24.387978142076502,1,CHUISACA SANMARTIN ADOLFO,1,59.58082191780822,3
3,48,3012600000005,5,1,260,0,LEON QUEZADA HENRY PAUL,1,25.61917808219178,1,AGUIRRE RIOS MARITZA NORALMA,2,35.8054794520548,2
3,4,3012600000006,1,1,260,0,YUNGA MANUEL JESUS,1,44.65573770491803,2,CHUQUI CALI ROSA MERY,2,27.66027397260274,1
3,4,3012600000007,2,1,260,0,PINDUISACA GUIRACOCHA ROSA MARIA,2,35.42465753424658,2,PICON CHALCO RAUL,1,63.55068493150685,3
3,4,3012600000008,3,1,260,0,ORTEGA LATA DIEGO VINICIO,1,31.805479452054794,2,HERRERA CALLE HILDA GUILLERMINA,2,39.6,2
3,4,3012600000009,4,1,260,0,ASTUDILLO CABRERA DIANA CATALINA,2,25.28688524590164,1,GUAMAN MOROCHO WILSON BENITO,1,31.947945205479453,2
3,4,3012600000010,5,1,260,0,LEON TACURI JOSE DIEGO,1,25.898630136986302,1,MEJIA GUARACA JACKELINE MONSERRATH,2,20.216438356164385,1
3,5,3012600000011,1,1,260,0,PANI SASAGUAY PAUL GONZALO,1,37.19672131147541,2,PANI SASAGUAY MARTHA LUCIA,2,27.084931506849315,1
3,5,3012600000012,2,1,260,0,GOMEZ BERREZUETA CELIA LEONOR,2,38.23287671232877,2,CEDILLO LUNA RICARDO ANTONIO,1,35.24931506849315,2
3,5,3012600000013,3,1,260,0,QUISHPE PIÑA EDGAR EFRAIN,1,36.44535519125683,2,PESANTEZ QUIZHPE MONICA ELIZABETH,2,19.263013698630136,1
3,5,3012600000014,4,1,260,0,AVILA BUESTAN MONICA ALEXANDRA,2,19.594520547945205,1,AVILA QUIRINDUMBAY ABEL EMILIANO,1,46.09041095890411,3
3,5,3012600000015,5,1,260,0,YUNGA PORTILLA SEGUNDO MIGUEL,1,48.06849315068493,3,IDROVO ABRIL SILVIA CELINA,2,27.44109589041096,1
3,8,3012600000016,1,1,260,0,LONDA ENCALADA JOSE SANTIAGO,1,45.21584699453552,3,PRADO NARANJO OLGA CRISTINA,2,29.89041095890411,1
3,8,3012600000017,2,1,260,0,FLORES ALVAREZ SONIA CECILIA,2,55.29041095890411,3,TENECOTA AGURTO MANUEL JESUS,1,37.314207650273225,2
